CustomerID,CustomerName,Region,Channel,CustomerSegment,OnboardDate,CreditLimitGBP,PaymentTermsDays,SalesRepCode
10384,Fictional Outlet 10384,West,Traditional Trade,Medium,2023-01-19,25000,45,REP065
10385,Fictional Outlet 10385,North,Modern Trade,Medium,2023-11-15,10000,30,REP066
10386,Fictional Outlet 10386,South,Traditional Trade,Medium,2023-05-20,25000,45,REP067
10387,Fictional Outlet 10387,East,Traditional Trade,Medium,2022-12-17,5000,15,REP068
10388,Fictional Outlet 10388,West,Ecommerce,Small,2023-02-19,25000,15,REP069
10389,Fictional Outlet 10389,North,Modern Trade,Small,2022-10-15,25000,15,REP070
10390,Fictional Outlet 10390,South,Wholesale,Large,2023-06-29,50000,60,REP071
10391,Fictional Outlet 10391,East,Modern Trade,Medium,2023-02-26,50000,60,REP072
10392,Fictional Outlet 10392,West,Traditional Trade,Medium,2022-08-27,10000,60,REP073
10393,Fictional Outlet 10393,North,Traditional Trade,Small,2022-03-18,25000,15,REP074
10394,Fictional Outlet 10394,South,Traditional Trade,Large,2022-09-22,25000,30,REP075
10395,Fictional Outlet 10395,East,Traditional Trade,Large,2022-02-15,25000,60,REP076
10396,Fictional Outlet 10396,West,Traditional Trade,Large,2023-10-19,5000,45,
10397,Fictional Outlet 10397,North,Traditional Trade,Small,2022-04-23,5000,15,REP078
10398,Fictional Outlet 10398,South,Modern Trade,Large,2023-08-01,50000,60,REP079
10399,Fictional Outlet 10399,East,Wholesale,Medium,2023-01-15,10000,60,REP080
10400,Fictional Outlet 10400,West,Modern Trade,Large,2023-10-18,50000,15,REP001
10401,Fictional Outlet 10401,North,Ecommerce,Medium,2022-01-14,50000,60,REP002
10402,Fictional Outlet 10402,South,Traditional Trade,Large,2022-08-14,50000,45,REP003
10403,Fictional Outlet 10403,East,Traditional Trade,Small,2023-03-17,50000,60,REP004
10404,Fictional Outlet 10404,West,Traditional Trade,Small,2022-10-18,25000,60,REP005
10405,Fictional Outlet 10405,North,Traditional Trade,Large,2023-11-27,10000,30,REP006
10406,Fictional Outlet 10406,South,Wholesale,Medium,2022-05-22,10000,30,REP007
10407,Fictional Outlet 10407,East,Traditional Trade,Medium,2023-04-06,5000,30,REP008
10408,Fictional Outlet 10408,West,Wholesale,Large,2022-06-26,25000,15,REP009
10409,Fictional Outlet 10409,North,Ecommerce,Large,2022-07-12,50000,15,REP010
10410,Fictional Outlet 10410,South,Wholesale,Medium,2023-07-30,25000,60,REP011
10411,Fictional Outlet 10411,East,Wholesale,Medium,2022-04-05,5000,30,REP012
10412,Fictional Outlet 10412,West,Traditional Trade,Medium,2023-08-30,5000,45,REP013
10413,Fictional Outlet 10413,North,Wholesale,Small,2022-01-11,5000,45,REP014
10414,Fictional Outlet 10414,South,Traditional Trade,Medium,2023-04-05,50000,45,REP015
10415,Fictional Outlet 10415,East,Traditional Trade,Medium,2022-02-15,25000,60,REP016
10416,Fictional Outlet 10416,West,Modern Trade,Medium,2023-08-09,5000,60,REP017
10417,Fictional Outlet 10417,North,Traditional Trade,Medium,2022-01-18,25000,45,REP018
10418,Fictional Outlet 10418,South,Modern Trade,Medium,2022-04-14,25000,60,REP019
10419,Fictional Outlet 10419,East,Wholesale,Medium,2023-01-25,10000,45,REP020
10420,Fictional Outlet 10420,West,Wholesale,Medium,2023-11-16,50000,30,REP021
10421,Fictional Outlet 10421,North,Traditional Trade,Small,2023-03-19,25000,60,REP022
10422,Fictional Outlet 10422,South,Traditional Trade,Medium,2023-05-12,5000,60,REP023
10423,Fictional Outlet 10423,East,Wholesale,Small,2022-05-06,50000,45,REP024
10424,Fictional Outlet 10424,West,Wholesale,Small,2022-09-12,10000,60,REP025
10425,Fictional Outlet 10425,North,Traditional Trade,Small,2022-01-11,50000,45,REP026
10426,Fictional Outlet 10426,South,Wholesale,Small,2023-07-17,10000,60,REP027
10427,Fictional Outlet 10427,East,Wholesale,Medium,2022-10-29,5000,60,REP028
10428,Fictional Outlet 10428,West,Traditional Trade,Large,2022-11-13,10000,45,REP029
10429,Fictional Outlet 10429,North,Modern Trade,Medium,2023-03-20,10000,45,REP030
10430,Fictional Outlet 10430,South,Modern Trade,Medium,2023-03-19,25000,15,REP031
10431,Fictional Outlet 10431,East,Traditional Trade,Medium,2023-08-22,5000,30,REP032
10432,Fictional Outlet 10432,West,Wholesale,Small,2023-03-23,10000,45,REP033
10433,Fictional Outlet 10433,North,Traditional Trade,Large,2023-12-24,10000,45,REP034
10434,Fictional Outlet 10434,South,Traditional Trade,Small,2023-06-22,25000,60,REP035
10435,Fictional Outlet 10435,East,Traditional Trade,Large,2022-02-09,50000,30,REP036
10436,Fictional Outlet 10436,West,Modern Trade,Medium,2022-07-02,5000,45,REP037
10437,Fictional Outlet 10437,North,Wholesale,Medium,2023-06-28,25000,60,REP038
10438,Fictional Outlet 10438,South,Wholesale,Large,2023-08-30,5000,30,REP039
10439,Fictional Outlet 10439,East,Traditional Trade,Medium,2023-07-09,10000,30,REP040
10440,Fictional Outlet 10440,West,Traditional Trade,Large,2023-12-21,5000,30,REP041
10441,Fictional Outlet 10441,North,Traditional Trade,Small,2023-03-18,25000,15,REP042
10442,Fictional Outlet 10442,South,Traditional Trade,Small,2022-06-12,25000,45,REP043
10443,Fictional Outlet 10443,East,Modern Trade,Large,2022-10-09,25000,30,REP044
10444,Fictional Outlet 10444,West,Traditional Trade,Large,2023-09-23,5000,45,REP045
10445,Fictional Outlet 10445,North,Wholesale,Large,2023-03-28,50000,60,REP046
10446,Fictional Outlet 10446,South,Traditional Trade,Medium,2023-04-02,25000,15,REP047
10447,Fictional Outlet 10447,East,Traditional Trade,Medium,2022-09-15,10000,15,REP048
10448,Fictional Outlet 10448,West,Traditional Trade,Small,2023-10-12,50000,15,REP049
10449,Fictional Outlet 10449,North,Modern Trade,Large,2022-04-10,25000,15,REP050
10450,Fictional Outlet 10450,South,Traditional Trade,Medium,2023-09-22,10000,15,REP051
10451,Fictional Outlet 10451,East,Wholesale,Large,2022-03-22,10000,15,REP052
10452,Fictional Outlet 10452,West,Traditional Trade,Small,2022-09-20,5000,15,REP053
10453,Fictional Outlet 10453,North,Wholesale,Small,2022-02-09,25000,15,REP054
10454,Fictional Outlet 10454,South,Traditional Trade,Medium,2022-08-30,5000,15,REP055
10455,Fictional Outlet 10455,East,Wholesale,Large,2023-08-06,50000,30,REP056
10456,Fictional Outlet 10456,West,Wholesale,Small,2022-02-06,10000,30,REP057
10457,Fictional Outlet 10457,North,Traditional Trade,Small,2023-10-11,25000,15,REP058
10458,Fictional Outlet 10458,South,Modern Trade,Small,2023-06-12,25000,60,REP059
10459,Fictional Outlet 10459,East,Traditional Trade,Large,2023-03-02,10000,45,REP060
10460,Fictional Outlet 10460,West,Traditional Trade,Small,2022-04-26,5000,45,REP061
10461,Fictional Outlet 10461,North,Traditional Trade,Small,2022-10-19,25000,45,REP062
10462,Fictional Outlet 10462,South,Traditional Trade,Small,2022-10-26,10000,30,REP063
10463,Fictional Outlet 10463,East,Traditional Trade,Large,2022-11-29,50000,45,REP064
10464,Fictional Outlet 10464,West,Traditional Trade,Medium,2022-02-26,5000,15,REP065
10465,Fictional Outlet 10465,North,Traditional Trade,Small,2023-08-29,10000,15,REP066
10466,Fictional Outlet 10466,South,Traditional Trade,Large,2023-04-20,50000,30,REP067
10467,Fictional Outlet 10467,East,Ecommerce,Small,2022-01-31,5000,30,REP068
10468,Fictional Outlet 10468,West,Modern Trade,Small,2022-02-28,25000,60,REP069
10469,Fictional Outlet 10469,North,Traditional Trade,Medium,2022-12-21,50000,30,REP070
10470,Fictional Outlet 10470,South,Ecommerce,Medium,2023-10-22,50000,60,REP071
10471,Fictional Outlet 10471,East,Traditional Trade,Small,2023-08-18,5000,45,REP072
10472,Fictional Outlet 10472,West,Ecommerce,Medium,2022-10-25,10000,45,REP073
10473,Fictional Outlet 10473,North,Traditional Trade,Large,2022-10-29,50000,15,REP074
10474,Fictional Outlet 10474,South,Modern Trade,Medium,2023-07-10,25000,45,REP075
10475,Fictional Outlet 10475,East,Traditional Trade,Large,2022-08-10,50000,15,REP076
10476,Fictional Outlet 10476,West, ECOMMERCE ,Large,2023-07-27,50000,15,REP077
10477,Fictional Outlet 10477,North,Traditional Trade,Large,2022-12-02,50000,60,REP078
10478,Fictional Outlet 10478,South,Wholesale,Large,2022-08-26,5000,30,REP079
10479,Fictional Outlet 10479,East,Wholesale,Medium,2023-04-09,25000,15,REP080
10480,Fictional Outlet 10480,West,Traditional Trade,Small,2023-02-04,50000,45,REP001
10481,Fictional Outlet 10481,North,Wholesale,Large,2023-03-21,10000,60,REP002
10482,Fictional Outlet 10482,South,Traditional Trade,Large,2023-09-02,50000,45,REP003
10483,Fictional Outlet 10483,East,Modern Trade,Medium,2023-12-10,10000,45,REP004
10484,Fictional Outlet 10484,West,Wholesale,Small,2022-05-10,50000,15,REP005
10485,Fictional Outlet 10485,North,Traditional Trade,Small,2023-06-30,5000,15,REP006
10486,Fictional Outlet 10486,South,Ecommerce,Medium,2023-06-28,5000,60,REP007
10487,Fictional Outlet 10487,East,Modern Trade,Medium,2023-04-12,10000,30,REP008
10488,Fictional Outlet 10488,West,Traditional Trade,Medium,2023-01-03,50000,60,REP009
10489,Fictional Outlet 10489,North,Traditional Trade,Large,2022-08-21,25000,60,REP010
10490,Fictional Outlet 10490,South,Traditional Trade,Small,2023-07-29,50000,45,REP011
10491,Fictional Outlet 10491,East,Traditional Trade,Small,2022-04-28,10000,15,REP012
10492,Fictional Outlet 10492,West,Wholesale,Medium,2023-02-23,25000,60,REP013
10493,Fictional Outlet 10493,North,Wholesale,Small,2023-07-01,50000,15,REP014
10494,Fictional Outlet 10494,South,Traditional Trade,Small,2023-07-26,50000,15,REP015
10495,Fictional Outlet 10495,East,Traditional Trade,Medium,2022-01-24,50000,60,REP016
10496,Fictional Outlet 10496,West,Traditional Trade,Medium,2022-10-13,50000,30,REP017
10497,Fictional Outlet 10497,North,Traditional Trade,Large,2023-04-11,25000,15,REP018
10498,Fictional Outlet 10498,South,Wholesale,Small,2023-05-24,25000,30,REP019
10499,Fictional Outlet 10499,East,Modern Trade,Large,2022-07-11,5000,30,REP020
10500,Fictional Outlet 10500,West,Modern Trade,Medium,2022-03-14,5000,15,REP021
10501,Fictional Outlet 10501,North,Modern Trade,Small,2022-09-01,25000,15,REP022
10502,Fictional Outlet 10502,South,Traditional Trade,Small,2022-11-20,10000,15,REP023
10503,Fictional Outlet 10503,East,Traditional Trade,Small,2022-01-06,25000,45,REP024
10504,Fictional Outlet 10504,West,Traditional Trade,Small,2023-07-09,10000,45,REP025
10505,Fictional Outlet 10505,North,Traditional Trade,Large,2022-12-21,50000,45,REP026
10506,Fictional Outlet 10506,South,Modern Trade,Large,2023-09-13,10000,30,REP027
10507,Fictional Outlet 10507,East,Traditional Trade,Small,2023-11-16,5000,60,REP028
10508,Fictional Outlet 10508,West,Modern Trade,Large,2023-03-22,5000,30,REP029
10509,Fictional Outlet 10509,North,Traditional Trade,Small,2023-07-21,5000,45,
10510,Fictional Outlet 10510,South,Wholesale,Large,2022-11-22,10000,45,REP031
10511,Fictional Outlet 10511,East,Traditional Trade,Large,2022-03-10,25000,45,REP032
10512,Fictional Outlet 10512,West,Wholesale,Medium,2022-03-08,5000,45,REP033
10513,Fictional Outlet 10513,North,Modern Trade,Small,2023-10-01,25000,60,REP034
10514,Fictional Outlet 10514,South,Traditional Trade,Large,2022-10-03,25000,60,REP035
10515,Fictional Outlet 10515,East,Traditional Trade,Medium,2023-02-19,5000,15,REP036
10516,Fictional Outlet 10516,West,Wholesale,Large,2022-05-28,5000,15,REP037
10517,Fictional Outlet 10517,North,Traditional Trade,Medium,2022-04-30,10000,45,REP038
10518,Fictional Outlet 10518,South,Traditional Trade,Small,2023-12-20,50000,45,REP039
10519,Fictional Outlet 10519,East,Modern Trade,Large,2022-09-10,10000,45,REP040
10520,Fictional Outlet 10520,West,Wholesale,Small,2023-03-22,5000,60,REP041
10521,Fictional Outlet 10521,North,Modern Trade,Medium,2023-04-13,50000,30,REP042
10522,Fictional Outlet 10522,South,Wholesale,Medium,2023-09-02,50000,30,REP043
10523,Fictional Outlet 10523,East,Traditional Trade,Large,2023-03-13,50000,45,REP044
10524,Fictional Outlet 10524,West,Traditional Trade,Medium,2022-07-25,5000,45,REP045
10525,Fictional Outlet 10525,North,Traditional Trade,Small,2022-04-13,25000,60,REP046
10526,Fictional Outlet 10526,South,Traditional Trade,Small,2023-07-31,25000,60,REP047
10527,Fictional Outlet 10527,East,Traditional Trade,Medium,2022-08-23,10000,45,REP048
10528,Fictional Outlet 10528,West,Traditional Trade,Medium,2023-12-13,10000,60,REP049
10529,Fictional Outlet 10529,North,Traditional Trade,Medium,2023-11-02,5000,15,REP050
10530,Fictional Outlet 10530,South,Modern Trade,Medium,2023-06-04,5000,45,REP051
10531,Fictional Outlet 10531,East,Traditional Trade,Small,2023-02-15,10000,15,REP052
10532,Fictional Outlet 10532,West,Wholesale,Large,2023-09-08,25000,60,REP053
10533,Fictional Outlet 10533,North,Wholesale,Medium,2022-01-05,5000,30,REP054
10534,Fictional Outlet 10534,South,Traditional Trade,Large,2022-10-21,5000,45,REP055
10535,Fictional Outlet 10535,East,Ecommerce,Medium,2023-06-01,50000,60,REP056
10536,Fictional Outlet 10536,West,Traditional Trade,Large,2022-02-03,50000,15,REP057
10537,Fictional Outlet 10537,North,Modern Trade,Medium,2022-03-27,25000,45,REP058
10538,Fictional Outlet 10538,South,Traditional Trade,Small,2022-05-11,5000,45,REP059
10539,Fictional Outlet 10539,East,Traditional Trade,Large,2022-12-26,50000,15,REP060
10540,Fictional Outlet 10540,West,Traditional Trade,Medium,2023-05-07,50000,60,REP061
10541,Fictional Outlet 10541,North,Wholesale,Small,2023-05-21,5000,45,REP062
10542,Fictional Outlet 10542,South,Modern Trade,Medium,2022-01-03,5000,15,REP063
10543,Fictional Outlet 10543,East,Traditional Trade,Medium,2023-09-17,10000,45,REP064
10544,Fictional Outlet 10544,West,Wholesale,Large,2023-06-11,10000,30,REP065
10545,Fictional Outlet 10545,North,Traditional Trade,Large,2022-07-09,50000,15,REP066
10546,Fictional Outlet 10546,South,Ecommerce,Large,2023-07-06,50000,45,REP067
10547,Fictional Outlet 10547,East,Traditional Trade,Large,2023-03-06,5000,60,REP068
10548,Fictional Outlet 10548,West,Traditional Trade,Large,2023-04-28,5000,15,REP069
10549,Fictional Outlet 10549,North,Traditional Trade,Medium,2023-08-16,5000,15,REP070
10550,Fictional Outlet 10550,South,Traditional Trade,Large,2023-09-10,10000,60,REP071
10551,Fictional Outlet 10551,East,Traditional Trade,Medium,2022-04-24,10000,30,REP072
10552,Fictional Outlet 10552,West,Traditional Trade,Large,2022-07-09,25000,30,REP073
10553,Fictional Outlet 10553,North,Wholesale,Medium,2022-07-05,5000,45,REP074
10554,Fictional Outlet 10554,South,Wholesale,Small,2022-08-17,10000,15,REP075
10555,Fictional Outlet 10555,East,Traditional Trade,Large,2023-10-02,10000,60,REP076
10556,Fictional Outlet 10556,West,Traditional Trade,Medium,2022-01-08,50000,60,REP077
10557,Fictional Outlet 10557,North,Wholesale,Medium,2023-02-27,10000,30,REP078
10558,Fictional Outlet 10558,South,Wholesale,Large,2022-05-18,5000,45,REP079
10559,Fictional Outlet 10559,East,Modern Trade,Small,2023-06-03,25000,15,REP080
10560,Fictional Outlet 10560,West,Modern Trade,Medium,2022-04-20,10000,30,REP001
10561,Fictional Outlet 10561,North,Traditional Trade,Medium,2022-03-18,10000,30,REP002
10562,Fictional Outlet 10562,South,Wholesale,Small,2022-10-05,25000,30,REP003
10563,Fictional Outlet 10563,East,Wholesale,Large,2022-04-19,25000,15,REP004
10564,Fictional Outlet 10564,West,Traditional Trade,Small,2023-10-24,50000,30,REP005
10565,Fictional Outlet 10565,North,Ecommerce,Large,2022-04-09,5000,60,REP006
10566,Fictional Outlet 10566,South,Modern Trade,Medium,2023-09-19,10000,45,REP007
10567,Fictional Outlet 10567,East,Modern Trade,Small,2023-11-04,10000,45,REP008
10568,Fictional Outlet 10568,West,Wholesale,Small,2022-05-21,10000,60,REP009
10569,Fictional Outlet 10569,North,Traditional Trade,Large,2022-06-02,50000,15,REP010
10570,Fictional Outlet 10570,South,Wholesale,Large,2022-02-09,10000,45,REP011
10571,Fictional Outlet 10571,East,Traditional Trade,Small,2022-01-09,10000,45,REP012
10572,Fictional Outlet 10572,West,Modern Trade,Small,2023-08-15,25000,60,REP013
10573,Fictional Outlet 10573,North, TRADITIONAL TRADE ,Large,2022-12-20,5000,45,REP014
10574,Fictional Outlet 10574,South,Traditional Trade,Large,2023-08-23,5000,15,REP015
10575,Fictional Outlet 10575,East,Wholesale,Medium,2022-01-09,50000,45,REP016
10576,Fictional Outlet 10576,West,Traditional Trade,Medium,2023-09-05,25000,60,REP017
10577,Fictional Outlet 10577,North,Traditional Trade,Large,2022-09-26,50000,30,REP018
10578,Fictional Outlet 10578,South,Traditional Trade,Large,2022-08-27,10000,30,REP019
10579,Fictional Outlet 10579,East,Traditional Trade,Medium,2022-07-01,5000,45,REP020
10580,Fictional Outlet 10580,West,Wholesale,Large,2023-08-14,5000,60,REP021
10581,Fictional Outlet 10581,North,Traditional Trade,Large,2022-08-26,10000,60,REP022
10582,Fictional Outlet 10582,South,Ecommerce,Large,2023-03-27,25000,45,REP023
10583,Fictional Outlet 10583,East,Traditional Trade,Large,2022-05-02,5000,15,REP024
10584,Fictional Outlet 10584,West,Traditional Trade,Large,2022-11-29,10000,30,REP025
10585,Fictional Outlet 10585,North,Ecommerce,Medium,2022-10-25,50000,15,REP026
10586,Fictional Outlet 10586,South,Traditional Trade,Large,2022-08-24,10000,45,REP027
10587,Fictional Outlet 10587,East,Traditional Trade,Large,2022-10-31,25000,15,REP028
10588,Fictional Outlet 10588,West,Traditional Trade,Medium,2023-11-01,50000,45,REP029
10589,Fictional Outlet 10589,North,Modern Trade,Medium,2022-09-04,50000,45,REP030
10590,Fictional Outlet 10590,South,Wholesale,Large,2022-07-06,10000,30,REP031
10591,Fictional Outlet 10591,East,Traditional Trade,Medium,2023-09-30,50000,30,REP032
10592,Fictional Outlet 10592,West,Traditional Trade,Large,2023-10-07,5000,30,REP033
10593,Fictional Outlet 10593,North,Wholesale,Small,2023-05-24,50000,30,REP034
10594,Fictional Outlet 10594,South,Traditional Trade,Medium,2023-10-13,25000,15,REP035
10595,Fictional Outlet 10595,East,Traditional Trade,Small,2023-12-06,50000,60,REP036
10596,Fictional Outlet 10596,West,Ecommerce,Medium,2023-01-27,25000,45,REP037
10597,Fictional Outlet 10597,North,Traditional Trade,Medium,2022-08-09,25000,60,REP038
10598,Fictional Outlet 10598,South,Traditional Trade,Medium,2023-07-11,10000,45,REP039
10599,Fictional Outlet 10599,East,Traditional Trade,Large,2022-10-11,5000,60,REP040
10600,Fictional Outlet 10600,West,Modern Trade,Large,2023-07-13,25000,60,REP041
10601,Fictional Outlet 10601,North,Traditional Trade,Small,2022-08-08,5000,60,REP042
10602,Fictional Outlet 10602,South,Wholesale,Medium,2022-10-01,50000,45,REP043
10603,Fictional Outlet 10603,East,Wholesale,Medium,2022-02-16,5000,30,REP044
10604,Fictional Outlet 10604,West,Ecommerce,Large,2022-05-06,25000,45,REP045
10605,Fictional Outlet 10605,North,Modern Trade,Large,2022-06-14,10000,45,REP046
10606,Fictional Outlet 10606,South,Modern Trade,Large,2022-05-26,10000,15,REP047
10607,Fictional Outlet 10607,East,Wholesale,Small,2022-06-06,25000,15,REP048
10608,Fictional Outlet 10608,West,Traditional Trade,Large,2023-02-25,25000,60,REP049
10609,Fictional Outlet 10609,North,Wholesale,Large,2023-08-01,25000,15,REP050
10610,Fictional Outlet 10610,South,Wholesale,Medium,2022-05-21,10000,60,REP051
10611,Fictional Outlet 10611,East,Wholesale,Small,2022-03-29,5000,45,REP052
10612,Fictional Outlet 10612,West,Traditional Trade,Small,2022-10-04,10000,30,REP053
10613,Fictional Outlet 10613,North,Wholesale,Large,2023-10-10,50000,45,REP054
10614,Fictional Outlet 10614,South,Traditional Trade,Medium,2022-11-12,10000,60,REP055
10615,Fictional Outlet 10615,East,Traditional Trade,Large,2022-10-18,50000,30,REP056
10616,Fictional Outlet 10616,West,Modern Trade,Medium,2022-04-15,50000,15,REP057
10617,Fictional Outlet 10617,North,Traditional Trade,Medium,2023-01-29,5000,60,REP058
10618,Fictional Outlet 10618,South,Traditional Trade,Large,2023-02-14,25000,15,REP059
10619,Fictional Outlet 10619,East,Traditional Trade,Large,2023-04-10,25000,30,REP060
10620,Fictional Outlet 10620,West,Modern Trade,Small,2023-06-12,25000,60,REP061
10621,Fictional Outlet 10621,North,Traditional Trade,Medium,2023-01-09,5000,45,REP062
10622,Fictional Outlet 10622,South,Wholesale,Medium,2023-04-03,5000,60,
10623,Fictional Outlet 10623,East,Traditional Trade,Medium,2022-09-10,5000,60,REP064
10624,Fictional Outlet 10624,West,Traditional Trade,Medium,2022-02-16,50000,30,REP065
10625,Fictional Outlet 10625,North,Wholesale,Medium,2023-12-24,10000,60,REP066
10626,Fictional Outlet 10626,South,Wholesale,Small,2022-12-29,5000,15,REP067
10627,Fictional Outlet 10627,East,Traditional Trade,Small,2023-10-14,50000,30,REP068
10628,Fictional Outlet 10628,West,Traditional Trade,Medium,2023-08-29,5000,45,REP069
10629,Fictional Outlet 10629,North,Modern Trade,Large,2023-04-25,10000,45,REP070
10630,Fictional Outlet 10630,South,Traditional Trade,Large,2022-07-06,5000,30,REP071
10631,Fictional Outlet 10631,East,Traditional Trade,Small,2022-02-08,50000,15,REP072
10632,Fictional Outlet 10632,West,Modern Trade,Large,2022-05-22,50000,30,REP073
10633,Fictional Outlet 10633,North,Modern Trade,Medium,2023-11-11,5000,30,REP074
10634,Fictional Outlet 10634,South,Wholesale,Large,2023-10-17,10000,15,REP075
10635,Fictional Outlet 10635,East,Modern Trade,Medium,2022-11-15,10000,60,REP076
10636,Fictional Outlet 10636,West,Modern Trade,Large,2022-11-06,5000,15,REP077
10637,Fictional Outlet 10637,North,Ecommerce,Medium,2022-05-21,10000,45,REP078
10638,Fictional Outlet 10638,South,Traditional Trade,Large,2022-12-28,5000,60,REP079
10639,Fictional Outlet 10639,East,Traditional Trade,Large,2022-06-02,10000,30,REP080
10640,Fictional Outlet 10640,West,Wholesale,Medium,2023-07-12,50000,45,REP001
10641,Fictional Outlet 10641,North,Traditional Trade,Small,2023-07-15,10000,45,REP002
10642,Fictional Outlet 10642,South,Traditional Trade,Medium,2023-11-16,10000,45,REP003
10643,Fictional Outlet 10643,East,Modern Trade,Medium,2023-09-28,25000,60,REP004
10644,Fictional Outlet 10644,West,Traditional Trade,Small,2023-09-02,10000,30,REP005
10645,Fictional Outlet 10645,North,Ecommerce,Medium,2022-07-08,25000,30,REP006
10646,Fictional Outlet 10646,South,Traditional Trade,Large,2022-08-17,25000,60,REP007
10647,Fictional Outlet 10647,East,Traditional Trade,Small,2023-05-13,10000,30,REP008
10648,Fictional Outlet 10648,West,Traditional Trade,Large,2023-07-02,50000,30,REP009
10649,Fictional Outlet 10649,North,Modern Trade,Medium,2022-12-03,50000,30,REP010
10650,Fictional Outlet 10650,South,Wholesale,Medium,2022-04-30,50000,30,REP011
10651,Fictional Outlet 10651,East,Traditional Trade,Medium,2022-06-24,25000,45,REP012
10652,Fictional Outlet 10652,West,Wholesale,Medium,2023-11-12,50000,30,REP013
10653,Fictional Outlet 10653,North,Traditional Trade,Medium,2022-05-03,50000,15,REP014
10654,Fictional Outlet 10654,South,Wholesale,Large,2022-03-07,5000,30,REP015
10655,Fictional Outlet 10655,East,Wholesale,Medium,2022-02-25,10000,60,REP016
10656,Fictional Outlet 10656,West,Traditional Trade,Medium,2023-04-07,50000,15,REP017
10657,Fictional Outlet 10657,North,Traditional Trade,Large,2023-02-16,5000,30,REP018
10658,Fictional Outlet 10658,South,Wholesale,Large,2022-12-01,5000,60,REP019
10659,Fictional Outlet 10659,East,Modern Trade,Medium,2022-10-15,50000,15,REP020
10660,Fictional Outlet 10660,West,Wholesale,Small,2022-08-05,25000,60,REP021
10661,Fictional Outlet 10661,North,Modern Trade,Medium,2022-12-01,25000,15,REP022
10662,Fictional Outlet 10662,South,Traditional Trade,Medium,2022-04-11,50000,15,REP023
10663,Fictional Outlet 10663,East,Traditional Trade,Medium,2022-01-04,10000,15,REP024
10664,Fictional Outlet 10664,West,Modern Trade,Large,2023-12-23,5000,45,REP025
10665,Fictional Outlet 10665,North,Ecommerce,Small,2022-04-21,25000,60,REP026
10666,Fictional Outlet 10666,South,Traditional Trade,Small,2022-01-05,10000,15,REP027
10667,Fictional Outlet 10667,East,Traditional Trade,Medium,2023-03-24,10000,15,REP028
10668,Fictional Outlet 10668,West,Wholesale,Large,2023-11-01,50000,60,REP029
10669,Fictional Outlet 10669,North,Traditional Trade,Medium,2023-07-24,50000,60,REP030
10670,Fictional Outlet 10670,South, TRADITIONAL TRADE ,Large,2023-07-12,50000,30,REP031
10671,Fictional Outlet 10671,East,Traditional Trade,Small,2022-05-21,25000,45,REP032
10672,Fictional Outlet 10672,West,Traditional Trade,Small,2023-01-03,25000,15,REP033
10673,Fictional Outlet 10673,North,Wholesale,Large,2022-06-20,10000,15,REP034
10674,Fictional Outlet 10674,South,Ecommerce,Large,2022-10-25,5000,15,REP035
10675,Fictional Outlet 10675,East,Modern Trade,Small,2023-05-28,5000,45,REP036
10676,Fictional Outlet 10676,West,Traditional Trade,Medium,2023-01-15,25000,30,REP037
10677,Fictional Outlet 10677,North,Traditional Trade,Medium,2022-05-26,5000,15,REP038
10678,Fictional Outlet 10678,South,Traditional Trade,Large,2022-09-09,25000,15,REP039
10679,Fictional Outlet 10679,East,Traditional Trade,Small,2022-12-21,25000,45,REP040
10680,Fictional Outlet 10680,West,Traditional Trade,Medium,2022-02-13,25000,30,REP041
10681,Fictional Outlet 10681,North,Traditional Trade,Large,2022-01-21,25000,45,REP042
10682,Fictional Outlet 10682,South,Modern Trade,Large,2022-04-20,10000,60,REP043
10683,Fictional Outlet 10683,East,Wholesale,Medium,2023-07-09,10000,60,REP044
10684,Fictional Outlet 10684,West,Traditional Trade,Small,2022-03-17,10000,60,REP045
10685,Fictional Outlet 10685,North,Traditional Trade,Medium,2022-02-28,25000,45,REP046
10686,Fictional Outlet 10686,South,Traditional Trade,Medium,2023-04-07,50000,15,REP047
10687,Fictional Outlet 10687,East,Ecommerce,Medium,2023-12-25,50000,30,REP048
10688,Fictional Outlet 10688,West,Ecommerce,Small,2022-11-02,25000,45,REP049
10689,Fictional Outlet 10689,North,Traditional Trade,Large,2022-08-12,10000,45,REP050
10690,Fictional Outlet 10690,South,Modern Trade,Large,2022-03-16,5000,45,REP051
10691,Fictional Outlet 10691,East,Traditional Trade,Medium,2022-02-28,5000,45,REP052
10692,Fictional Outlet 10692,West,Traditional Trade,Medium,2022-02-18,50000,15,REP053
10693,Fictional Outlet 10693,North,Traditional Trade,Large,2023-12-15,5000,30,REP054
10694,Fictional Outlet 10694,South,Traditional Trade,Medium,2023-11-24,10000,15,REP055
10695,Fictional Outlet 10695,East,Ecommerce,Medium,2022-05-27,10000,60,REP056
10696,Fictional Outlet 10696,West,Traditional Trade,Small,2023-10-28,50000,15,REP057
10697,Fictional Outlet 10697,North,Modern Trade,Large,2022-10-19,25000,30,REP058
10698,Fictional Outlet 10698,South,Traditional Trade,Small,2023-10-18,50000,30,REP059
10699,Fictional Outlet 10699,East,Modern Trade,Medium,2022-08-31,10000,45,REP060
10700,Fictional Outlet 10700,West,Traditional Trade,Medium,2022-12-13,5000,45,REP061
10701,Fictional Outlet 10701,North,Modern Trade,Large,2023-12-30,5000,30,REP062
