BatchID,ProductionDate,ProductID,PlantID,WarehouseID,LineCode,PlannedCases,ProducedCases,GoodCases,RejectedCases,ScheduledMinutes,DowntimeMinutes,DowntimeReason,StandardCostPerCaseGBP,ActualConversionCostGBP
52480,2025-10-17,SKU058,PL04,WH04,L3,206,198,193,5,120,1,Material Wait,38.87,383.84
52481,2025-10-18,SKU003,PL01,WH01,L4,241,192,185,7,120,18,Mechanical,14.55,456.27
52482,2025-10-18,SKU006,PL01,WH01,L3,215,197,191,6,120,11,Mechanical,18.94,473.89
52483,2025-10-18,SKU009,PL01,WH01,L2,210,175,171,4,120,18,Material Wait,23.32,366.69
52484,2025-10-18,SKU012,PL01,WH01,L1,212,193,188,5,120,9,Material Wait,10.17,416.11
52485,2025-10-18,SKU015,PL01,WH01,L4,228,228,220,8,120,2,Mechanical,19.01,510.36
52486,2025-10-18,SKU018,PL01,WH01,L3,234,190,184,6,120,18,Cleaning,23.89,426.94
52487,2025-10-18,SKU021,PL01,WH01,L2,253,226,220,6,120,9,Material Wait,28.77,438.91
52488,2025-10-18,SKU024,PL01,WH01,L1,203,188,182,6,120,2,Mechanical,14.14,400.53
52489,2025-10-18,SKU027,PL01,WH01,L4,238,228,221,7,120,2,Material Wait,19.64,565.12
52490,2025-10-18,SKU030,PL01,WH01,L3,239,225,218,7,120,8,Material Wait,24.02,455.01
52491,2025-10-18,SKU033,PL01,WH01,L2,211,190,185,5,120,10,Changeover,28.41,353.13
52492,2025-10-18,SKU036,PL01,WH01,L1,218,176,172,4,120,17,Cleaning,15.25,455.75
52493,2025-10-18,SKU039,PL01,WH01,L4,201,181,177,4,120,11,Material Wait,22.18,416.98
52494,2025-10-18,SKU042,PL01,WH01,L3,257,227,223,4,120,10,Cleaning,26.56,435.51
52495,2025-10-18,SKU045,PL01,WH01,L2,237,213,209,4,120,12,Mechanical,30.95,453.39
52496,2025-10-18,SKU048,PL01,WH01,L1,248,220,215,5,120,9,Cleaning,17.79,553.02
52497,2025-10-18,SKU051,PL01,WH01,L4,203,181,177,4,120,9,Changeover,27.49,326.41
52498,2025-10-18,SKU054,PL01,WH01,L3,210,184,179,5,120,10,Changeover,32.37,368.61
52499,2025-10-18,SKU057,PL01,WH01,L2,223,199,196,3,120,10,Mechanical,37.25,441.24
52500,2025-10-18,SKU060,PL01,WH01,L1,208,193,189,4,120,9,Cleaning,22.62,473.77
52501,2025-10-18,SKU002,PL02,WH02,L3,248,230,223,7,120,2,Mechanical,13.09,484.3
52502,2025-10-18,SKU005,PL02,WH02,L2,245,212,207,5,120,15,Cleaning,17.48,513.09
52503,2025-10-18,SKU008,PL02,WH02,L1,204,182,177,5,120,14,Changeover,21.86,369.16
52504,2025-10-18,SKU011,PL02,WH02,L4,253,207,200,7,120,16,Mechanical,26.25,375.67
52505,2025-10-18,SKU014,PL02,WH02,L3,223,197,193,4,120,9,Mechanical,17.39,457.83
52506,2025-10-18,SKU017,PL02,WH02,L2,210,175,169,6,120,17,Changeover,22.26,384.41
52507,2025-10-18,SKU020,PL02,WH02,L1,201,171,166,5,120,18,Material Wait,27.14,414.13
52508,2025-10-18,SKU023,PL02,WH02,L4,232,222,216,6,120,7,Cleaning,32.02,502.18
52509,2025-10-18,SKU026,PL02,WH02,L3,204,174,171,3,120,15,Mechanical,18.18,446.29
52510,2025-10-18,SKU029,PL02,WH02,L2,245,225,220,5,120,5,Mechanical,22.56,416.49
52511,2025-10-18,SKU032,PL02,WH02,L1,211,207,202,5,120,4,Material Wait,26.95,472.93
52512,2025-10-18,SKU035,PL02,WH02,L4,201,168,164,4,120,13,Cleaning,31.33,314.9
52513,2025-10-18,SKU038,PL02,WH02,L3,246,213,208,5,120,16,Cleaning,20.72,490.85
52514,2025-10-18,SKU041,PL02,WH02,L2,252,237,233,4,120,0,None,25.1,585.72
52515,2025-10-18,SKU044,PL02,WH02,L1,210,210,204,6,120,1,Material Wait,29.49,403.67
52516,2025-10-18,SKU047,PL02,WH02,L4,202,173,170,3,120,13,Changeover,33.87,344.11
52517,2025-10-18,SKU050,PL02,WH02,L3,232,202,196,6,120,13,Cleaning,25.87,425.45
52518,2025-10-18,SKU053,PL02,WH02,L2,210,195,190,5,120,10,Mechanical,30.75,487.88
52519,2025-10-18,SKU056,PL02,WH02,L1,251,234,230,4,120,1,Cleaning,35.62,523.21
52520,2025-10-18,SKU059,PL02,WH02,L4,258,241,234,7,120,5,Changeover,40.5,608.98
52521,2025-10-18,SKU001,PL03,WH03,L2,238,200,195,5,120,17,Material Wait,11.63,414.18
52522,2025-10-18,SKU004,PL03,WH03,L1,201,187,180,7,120,6,Cleaning,16.01,342.87
52523,2025-10-18,SKU007,PL03,WH03,L4,248,215,211,4,120,17,Changeover,20.4,387.61
52524,2025-10-18,SKU010,PL03,WH03,L3,201,184,178,6,120,7,Cleaning,24.78,410.97
52525,2025-10-18,SKU013,PL03,WH03,L2,211,199,194,5,120,2,Changeover,15.76,464.25
52526,2025-10-18,SKU016,PL03,WH03,L1,236,192,187,5,120,16,Changeover,20.64,347.41
52527,2025-10-18,SKU019,PL03,WH03,L4,227,221,217,4,120,4,Material Wait,25.52,529.26
52528,2025-10-18,SKU022,PL03,WH03,L3,210,212,206,6,120,1,Material Wait,30.39,498.64
52529,2025-10-18,SKU025,PL03,WH03,L2,235,203,196,7,120,13,Cleaning,16.71,434.0
52530,2025-10-18,SKU028,PL03,WH03,L1,254,227,222,5,120,13,Material Wait,21.1,521.59
52531,2025-10-18,SKU031,PL03,WH03,L4,257,251,245,6,120,0,None,25.48,465.36
52532,2025-10-18,SKU034,PL03,WH03,L3,228,210,203,7,120,9,Cleaning,29.87,425.92
52533,2025-10-18,SKU037,PL03,WH03,L2,254,223,215,8,120,12,Mechanical,19.26,514.32
52534,2025-10-18,SKU040,PL03,WH03,L1,209,189,183,6,120,9,Material Wait,23.64,481.38
52535,2025-10-18,SKU043,PL03,WH03,L4,249,237,229,8,120,1,Mechanical,28.03,450.45
52536,2025-10-18,SKU046,PL03,WH03,L3,201,188,184,4,120,4,Mechanical,32.41,436.28
52537,2025-10-18,SKU049,PL03,WH03,L2,231,226,219,7,120,3,Changeover,24.24,586.36
52538,2025-10-18,SKU052,PL03,WH03,L1,228,222,215,7,120,2,Cleaning,29.12,520.62
52539,2025-10-18,SKU055,PL03,WH03,L4,244,246,240,6,120,1,Changeover,34.0,636.96
52540,2025-10-18,SKU058,PL03,WH03,L3,211,194,191,3,120,6,Material Wait,38.87,352.38
52541,2025-10-18,SKU003,PL04,WH04,L4,234,204,198,6,120,10,Cleaning,14.55,523.16
52542,2025-10-18,SKU006,PL04,WH04,L3,255,216,208,8,120,18,Mechanical,18.94,412.46
52543,2025-10-18,SKU009,PL04,WH04,L2,203,175,170,5,120,17,Cleaning,23.32,393.61
52544,2025-10-18,SKU012,PL04,WH04,L1,250,223,215,8,120,14,Changeover,10.17,529.14
52545,2025-10-18,SKU015,PL04,WH04,L4,257,227,220,7,120,14,Cleaning,19.01,435.02
52546,2025-10-18,SKU018,PL04,WH04,L3,223,182,179,3,120,17,Mechanical,23.89,450.84
52547,2025-10-18,SKU021,PL04,WH04,L2,240,194,191,3,120,18,Cleaning,28.77,478.2
52548,2025-10-18,SKU024,PL04,WH04,L1,213,205,198,7,120,6,Material Wait,14.14,370.23
52549,2025-10-18,SKU027,PL04,WH04,L4,207,168,164,4,120,17,Material Wait,19.64,302.67
52550,2025-10-18,SKU030,PL04,WH04,L3,203,200,195,5,120,0,None,24.02,423.79
52551,2025-10-18,SKU033,PL04,WH04,L2,205,183,178,5,120,6,Material Wait,28.41,443.92
52552,2025-10-18,SKU036,PL04,WH04,L1,200,176,173,3,120,9,Changeover,15.25,329.35
52553,2025-10-18,SKU039,PL04,WH04,L4,218,206,200,6,120,5,Material Wait,22.18,529.35
52554,2025-10-18,SKU042,PL04,WH04,L3,221,193,187,6,120,11,Cleaning,26.56,351.55
52555,2025-10-18,SKU045,PL04,WH04,L2,227,225,219,6,120,0,None,30.95,412.27
52556,2025-10-18,SKU048,PL04,WH04,L1,255,223,216,7,120,17,Changeover,17.79,457.55
52557,2025-10-18,SKU051,PL04,WH04,L4,239,234,229,5,120,3,Cleaning,27.49,480.62
52558,2025-10-18,SKU054,PL04,WH04,L3,219,196,192,4,120,6,Material Wait,32.37,376.3
52559,2025-10-18,SKU057,PL04,WH04,L2,260,222,216,6,120,12,Changeover,37.25,448.29
52560,2025-10-18,SKU060,PL04,WH04,L1,260,244,238,6,120,9,Material Wait,22.62,515.62
52561,2025-10-19,SKU002,PL01,WH01,L3,245,230,223,7,120,3,Material Wait,13.09,591.04
52562,2025-10-19,SKU005,PL01,WH01,L2,213,181,177,4,120,18,Mechanical,17.48,463.84
52563,2025-10-19,SKU008,PL01,WH01,L1,207,186,182,4,120,7,Mechanical,21.86,402.85
52564,2025-10-19,SKU011,PL01,WH01,L4,251,211,206,5,120,13,Cleaning,26.25,428.34
52565,2025-10-19,SKU014,PL01,WH01,L3,239,227,224,3,120,7,Mechanical,17.39,484.08
52566,2025-10-19,SKU017,PL01,WH01,L2,239,238,230,8,120,0,None,22.26,515.94
52567,2025-10-19,SKU020,PL01,WH01,L1,255,239,235,4,120,3,Cleaning,27.14,589.43
52568,2025-10-19,SKU023,PL01,WH01,L4,240,216,210,6,120,10,Material Wait,32.02,402.41
52569,2025-10-19,SKU026,PL01,WH01,L3,234,199,194,5,120,14,Mechanical,18.18,471.74
52570,2025-10-19,SKU029,PL01,WH01,L2,229,215,208,7,120,2,Cleaning,22.56,515.82
52571,2025-10-19,SKU032,PL01,WH01,L1,254,225,221,4,120,7,Mechanical,26.95,462.1
52572,2025-10-19,SKU035,PL01,WH01,L4,236,211,204,7,120,7,Mechanical,31.33,410.24
52573,2025-10-19,SKU038,PL01,WH01,L3,222,203,200,3,120,5,Mechanical,20.72,411.89
52574,2025-10-19,SKU041,PL01,WH01,L2,251,241,233,8,120,2,Changeover,25.1,500.8
52575,2025-10-19,SKU044,PL01,WH01,L1,257,214,209,5,120,18,Mechanical,29.49,388.53
52576,2025-10-19,SKU047,PL01,WH01,L4,226,227,219,8,120,0,None,33.87,416.45
52577,2025-10-19,SKU050,PL01,WH01,L3,200,175,171,4,120,16,Changeover,25.87,453.85
52578,2025-10-19,SKU053,PL01,WH01,L2,225,192,187,5,120,17,Mechanical,30.75,450.19
52579,2025-10-19,SKU056,PL01,WH01,L1,236,215,212,3,120,10,Cleaning,35.62,535.77
52580,2025-10-19,SKU059,PL01,WH01,L4,230,208,204,4,120,13,Cleaning,40.5,488.14
52581,2025-10-19,SKU001,PL02,WH02,L2,250,247,239,8,120,2,Changeover,11.63,551.13
52582,2025-10-19,SKU004,PL02,WH02,L1,256,215,208,7,120,14,Cleaning,16.01,505.56
52583,2025-10-19,SKU007,PL02,WH02,L4,246,238,234,4,120,2,Mechanical,20.4,537.2
52584,2025-10-19,SKU010,PL02,WH02,L3,234,197,190,7,120,16,Cleaning,24.78,357.34
52585,2025-10-19,SKU013,PL02,WH02,L2,221,181,174,7,120,18,Cleaning,15.76,367.25
52586,2025-10-19,SKU016,PL02,WH02,L1,231,217,213,4,120,6,Material Wait,20.64,466.8
52587,2025-10-19,SKU019,PL02,WH02,L4,238,215,207,8,120,9,Material Wait,25.52,503.99
52588,2025-10-19,SKU022,PL02,WH02,L3,215,174,170,4,120,18,Material Wait,30.39,434.15
52589,2025-10-19,SKU025,PL02,WH02,L2,250,216,213,3,120,14,Mechanical,16.71,458.85
52590,2025-10-19,SKU028,PL02,WH02,L1,259,212,206,6,120,18,Material Wait,21.1,436.24
52591,2025-10-19,SKU031,PL02,WH02,L4,231,223,216,7,120,5,Mechanical,25.48,436.21
52592,2025-10-19,SKU034,PL02,WH02,L3,234,202,198,4,120,18,Mechanical,29.87,523.02
52593,2025-10-19,SKU037,PL02,WH02,L2,243,206,200,6,120,13,Cleaning,19.26,457.52
52594,2025-10-19,SKU040,PL02,WH02,L1,210,207,203,4,120,1,Cleaning,23.64,399.1
52595,2025-10-19,SKU043,PL02,WH02,L4,244,228,220,8,120,3,Changeover,28.03,436.13
52596,2025-10-19,SKU046,PL02,WH02,L3,247,208,205,3,120,17,Material Wait,32.41,526.4
52597,2025-10-19,SKU049,PL02,WH02,L2,214,178,173,5,120,18,Mechanical,24.24,322.5
52598,2025-10-19,SKU052,PL02,WH02,L1,259,230,226,4,120,15,Mechanical,29.12,420.87
52599,2025-10-19,SKU055,PL02,WH02,L4,223,200,197,3,120,14,Changeover,34.0,430.85
52600,2025-10-19,SKU058,PL02,WH02,L3,260,252,243,9,120,2,Material Wait,38.87,468.85
52601,2025-10-19,SKU003,PL03,WH03,L4,212,173,169,4,120,18,Changeover,14.55,377.44
52602,2025-10-19,SKU006,PL03,WH03,L3,203,183,180,3,120,10,Mechanical,18.94,374.07
52603,2025-10-19,SKU009,PL03,WH03,L2,244,200,194,6,120,16,Material Wait,23.32,364.64
52604,2025-10-19,SKU012,PL03,WH03,L1,250,221,214,7,120,12,Changeover,10.17,569.98
52605,2025-10-19,SKU015,PL03,WH03,L4,227,201,196,5,120,14,Mechanical,19.01,458.57
52606,2025-10-19,SKU018,PL03,WH03,L3,249,213,209,4,120,15,Mechanical,23.89,473.17
52607,2025-10-19,SKU021,PL03,WH03,L2,232,215,210,5,120,10,Cleaning,28.77,549.98
52608,2025-10-19,SKU024,PL03,WH03,L1,215,178,176,2,120,16,Mechanical,14.14,350.85
52609,2025-10-19,SKU027,PL03,WH03,L4,260,217,212,5,120,18,Changeover,19.64,428.72
52610,2025-10-19,SKU030,PL03,WH03,L3,237,235,231,4,120,0,None,24.02,474.82
52611,2025-10-19,SKU033,PL03,WH03,L2,242,227,220,7,120,4,Mechanical,28.41,471.31
52612,2025-10-19,SKU036,PL03,WH03,L1,227,189,182,7,120,14,Changeover,15.25,373.4
52613,2025-10-19,SKU039,PL03,WH03,L4,256,241,234,7,120,1,Changeover,22.18,456.86
52614,2025-10-19,SKU042,PL03,WH03,L3,207,200,195,5,120,3,Mechanical,26.56,407.49
52615,2025-10-19,SKU045,PL03,WH03,L2,203,185,179,6,120,7,Mechanical,30.95,381.46
52616,2025-10-19,SKU048,PL03,WH03,L1,223,196,193,3,120,11,Cleaning,17.79,444.31
52617,2025-10-19,SKU051,PL03,WH03,L4,213,201,195,6,120,7,Material Wait,27.49,367.22
52618,2025-10-19,SKU054,PL03,WH03,L3,242,233,226,7,120,6,Changeover,32.37,515.53
52619,2025-10-19,SKU057,PL03,WH03,L2,241,227,221,6,120,8,Changeover,37.25,539.98
52620,2025-10-19,SKU060,PL03,WH03,L1,254,225,219,6,120,8,Changeover,22.62,502.52
52621,2025-10-19,SKU002,PL04,WH04,L3,260,243,236,7,120,4,Changeover,13.09,528.98
52622,2025-10-19,SKU005,PL04,WH04,L2,255,213,209,4,120,17,Changeover,17.48,485.53
52623,2025-10-19,SKU008,PL04,WH04,L1,249,220,216,4,120,14,Cleaning,21.86,512.27
52624,2025-10-19,SKU011,PL04,WH04,L4,239,203,198,5,120,18,Changeover,26.25,461.73
52625,2025-10-19,SKU014,PL04,WH04,L3,206,194,190,4,120,7,Mechanical,17.39,375.36
52626,2025-10-19,SKU017,PL04,WH04,L2,227,206,203,3,120,9,Material Wait,22.26,459.74
52627,2025-10-19,SKU020,PL04,WH04,L1,215,195,191,4,120,12,Material Wait,27.14,504.72
52628,2025-10-19,SKU023,PL04,WH04,L4,258,246,240,6,120,3,Mechanical,32.02,637.95
52629,2025-10-19,SKU026,PL04,WH04,L3,242,225,218,7,120,10,Material Wait,18.18,424.34
52630,2025-10-19,SKU029,PL04,WH04,L2,250,209,204,5,120,18,Mechanical,22.56,497.02
52631,2025-10-19,SKU032,PL04,WH04,L1,242,234,230,4,120,2,Changeover,26.95,528.82
52632,2025-10-19,SKU035,PL04,WH04,L4,253,231,225,6,120,7,Material Wait,31.33,511.32
52633,2025-10-19,SKU038,PL04,WH04,L3,260,226,219,7,120,15,Mechanical,20.72,425.39
52634,2025-10-19,SKU041,PL04,WH04,L2,233,215,209,6,120,3,Material Wait,25.1,531.1
52635,2025-10-19,SKU044,PL04,WH04,L1,240,221,215,6,120,8,Changeover,29.49,432.69
52636,2025-10-19,SKU047,PL04,WH04,L4,239,219,211,8,120,11,Cleaning,33.87,530.73
52637,2025-10-19,SKU050,PL04,WH04,L3,221,200,197,3,120,4,Cleaning,25.87,444.28
52638,2025-10-19,SKU053,PL04,WH04,L2,217,210,205,5,120,1,Mechanical,30.75,392.79
52639,2025-10-19,SKU056,PL04,WH04,L1,240,203,198,5,120,17,Cleaning,35.62,514.96
52640,2025-10-19,SKU059,PL04,WH04,L4,257,221,216,5,120,12,Mechanical,40.5,448.19
52641,2025-10-20,SKU001,PL01,WH01,L2,259,229,225,4,120,12,Mechanical,11.63,479.87
52642,2025-10-20,SKU004,PL01,WH01,L1,212,188,184,4,120,10,Cleaning,16.01,343.83
52643,2025-10-20,SKU007,PL01,WH01,L4,234,206,203,3,120,15,Material Wait,20.4,496.33
52644,2025-10-20,SKU010,PL01,WH01,L3,204,196,191,5,120,3,Mechanical,24.78,443.7
52645,2025-10-20,SKU013,PL01,WH01,L2,238,224,219,5,120,5,Material Wait,15.76,537.25
52646,2025-10-20,SKU016,PL01,WH01,L1,237,201,194,7,120,14,Material Wait,20.64,495.19
52647,2025-10-20,SKU019,PL01,WH01,L4,257,228,221,7,120,9,Material Wait,25.52,426.21
52648,2025-10-20,SKU022,PL01,WH01,L3,224,186,183,3,120,14,Changeover,30.39,381.8
52649,2025-10-20,SKU025,PL01,WH01,L2,224,205,202,3,120,9,Changeover,16.71,469.13
52650,2025-10-20,SKU028,PL01,WH01,L1,254,212,204,8,120,18,Material Wait,21.1,406.7
52651,2025-10-20,SKU031,PL01,WH01,L4,219,206,200,6,120,0,None,25.48,435.85
52652,2025-10-20,SKU034,PL01,WH01,L3,226,194,188,6,120,13,Mechanical,29.87,417.83
52653,2025-10-20,SKU037,PL01,WH01,L2,244,223,216,7,120,5,Mechanical,19.26,446.33
52654,2025-10-20,SKU040,PL01,WH01,L1,236,224,217,7,120,6,Changeover,23.64,424.47
52655,2025-10-20,SKU043,PL01,WH01,L4,248,241,234,7,120,5,Material Wait,28.03,554.74
52656,2025-10-20,SKU046,PL01,WH01,L3,213,197,191,6,120,2,Mechanical,32.41,374.56
52657,2025-10-20,SKU049,PL01,WH01,L2,224,192,186,6,120,18,Mechanical,24.24,408.99
52658,2025-10-20,SKU052,PL01,WH01,L1,241,213,209,4,120,11,Changeover,29.12,405.43
52659,2025-10-20,SKU055,PL01,WH01,L4,205,170,165,5,120,17,Cleaning,34.0,386.33
52660,2025-10-20,SKU058,PL01,WH01,L3,204,200,193,7,120,0,None,38.87,476.81
52661,2025-10-20,SKU003,PL02,WH02,L4,213,193,189,4,120,4,Changeover,14.55,376.21
52662,2025-10-20,SKU006,PL02,WH02,L3,256,224,217,7,120,8,Mechanical,18.94,418.63
52663,2025-10-20,SKU009,PL02,WH02,L2,242,207,200,7,120,14,Mechanical,23.32,406.52
52664,2025-10-20,SKU012,PL02,WH02,L1,239,211,208,3,120,11,Material Wait,10.17,403.8
52665,2025-10-20,SKU015,PL02,WH02,L4,251,212,209,3,120,14,Cleaning,19.01,459.15
52666,2025-10-20,SKU018,PL02,WH02,L3,237,210,204,6,120,7,Mechanical,23.89,474.2
52667,2025-10-20,SKU021,PL02,WH02,L2,248,231,224,7,120,7,Material Wait,28.77,495.37
52668,2025-10-20,SKU024,PL02,WH02,L1,259,218,211,7,120,17,Cleaning,14.14,463.64
52669,2025-10-20,SKU027,PL02,WH02,L4,228,227,222,5,120,1,Changeover,19.64,513.21
52670,2025-10-20,SKU030,PL02,WH02,L3,214,190,186,4,120,14,Cleaning,24.02,493.35
52671,2025-10-20,SKU033,PL02,WH02,L2,204,202,197,5,120,0,None,28.41,477.67
52672,2025-10-20,SKU036,PL02,WH02,L1,220,194,189,5,120,12,Material Wait,15.25,469.19
52673,2025-10-20,SKU039,PL02,WH02,L4,202,185,180,5,120,9,Mechanical,22.18,461.44
52674,2025-10-20,SKU042,PL02,WH02,L3,213,199,193,6,120,4,Changeover,26.56,447.64
52675,2025-10-20,SKU045,PL02,WH02,L2,248,223,218,5,120,10,Mechanical,30.95,564.3
52676,2025-10-20,SKU048,PL02,WH02,L1,202,176,173,3,120,11,Mechanical,17.79,331.69
52677,2025-10-20,SKU051,PL02,WH02,L4,203,188,182,6,120,6,Changeover,27.49,435.04
52678,2025-10-20,SKU054,PL02,WH02,L3,233,196,192,4,120,18,Cleaning,32.37,422.14
52679,2025-10-20,SKU057,PL02,WH02,L2,217,207,201,6,120,3,Mechanical,37.25,470.93
52680,2025-10-20,SKU060,PL02,WH02,L1,258,218,212,6,120,18,Changeover,22.62,397.19
52681,2025-10-20,SKU002,PL03,WH03,L3,235,213,207,6,120,6,Mechanical,13.09,391.54
52682,2025-10-20,SKU005,PL03,WH03,L2,259,246,238,8,120,0,None,17.48,628.46
52683,2025-10-20,SKU008,PL03,WH03,L1,200,196,193,3,120,1,Changeover,21.86,418.12
52684,2025-10-20,SKU011,PL03,WH03,L4,259,223,219,4,120,15,Mechanical,26.25,545.21
52685,2025-10-20,SKU014,PL03,WH03,L3,237,210,202,8,120,10,Changeover,17.39,478.99
52686,2025-10-20,SKU017,PL03,WH03,L2,252,229,223,6,120,6,Changeover,22.26,563.74
52687,2025-10-20,SKU020,PL03,WH03,L1,209,181,176,5,120,12,Cleaning,27.14,407.44
52688,2025-10-20,SKU023,PL03,WH03,L4,237,239,230,9,120,0,None,32.02,562.88
52689,2025-10-20,SKU026,PL03,WH03,L3,233,211,205,6,120,5,Cleaning,18.18,458.13
52690,2025-10-20,SKU029,PL03,WH03,L2,253,241,232,9,120,7,Changeover,22.56,504.21
52691,2025-10-20,SKU032,PL03,WH03,L1,211,205,197,8,120,4,Mechanical,26.95,473.88
52692,2025-10-20,SKU035,PL03,WH03,L4,217,205,201,4,120,4,Cleaning,31.33,517.89
52693,2025-10-20,SKU038,PL03,WH03,L3,232,225,220,5,120,2,Cleaning,20.72,454.6
52694,2025-10-20,SKU041,PL03,WH03,L2,220,196,190,6,120,12,Cleaning,25.1,356.62
52695,2025-10-20,SKU044,PL03,WH03,L1,233,229,224,5,120,1,Cleaning,29.49,422.66
52696,2025-10-20,SKU047,PL03,WH03,L4,228,217,214,3,120,1,Material Wait,33.87,564.05
52697,2025-10-20,SKU050,PL03,WH03,L3,252,231,227,4,120,8,Changeover,25.87,497.77
52698,2025-10-20,SKU053,PL03,WH03,L2,259,231,224,7,120,9,Mechanical,30.75,597.48
52699,2025-10-20,SKU056,PL03,WH03,L1,202,171,166,5,120,16,Changeover,35.62,389.42
52700,2025-10-20,SKU059,PL03,WH03,L4,220,189,184,5,120,13,Changeover,40.5,480.7
52701,2025-10-20,SKU001,PL04,WH04,L2,202,189,182,7,120,5,Material Wait,11.63,451.27
52702,2025-10-20,SKU004,PL04,WH04,L1,234,215,207,8,120,6,Cleaning,16.01,512.3
52703,2025-10-20,SKU007,PL04,WH04,L4,238,202,195,7,120,13,Changeover,20.4,395.32
52704,2025-10-20,SKU010,PL04,WH04,L3,256,226,222,4,120,9,Material Wait,24.78,456.89
52705,2025-10-20,SKU013,PL04,WH04,L2,211,179,175,4,120,12,Cleaning,15.76,424.26
52706,2025-10-20,SKU016,PL04,WH04,L1,215,205,202,3,120,6,Mechanical,20.64,430.27
52707,2025-10-20,SKU019,PL04,WH04,L4,204,195,192,3,120,0,None,25.52,389.6
52708,2025-10-20,SKU022,PL04,WH04,L3,242,215,207,8,120,9,Mechanical,30.39,442.42
52709,2025-10-20,SKU025,PL04,WH04,L2,245,218,212,6,120,14,Mechanical,16.71,533.63
52710,2025-10-20,SKU028,PL04,WH04,L1,200,164,162,2,120,18,Mechanical,21.1,371.41
52711,2025-10-20,SKU031,PL04,WH04,L4,226,218,215,3,120,0,None,25.48,467.66
52712,2025-10-20,SKU034,PL04,WH04,L3,248,212,207,5,120,12,Cleaning,29.87,535.16
52713,2025-10-20,SKU037,PL04,WH04,L2,241,201,195,6,120,14,Cleaning,19.26,469.64
52714,2025-10-20,SKU040,PL04,WH04,L1,252,212,207,5,120,18,Cleaning,23.64,546.99
52715,2025-10-20,SKU043,PL04,WH04,L4,247,216,211,5,120,16,Mechanical,28.03,411.43
52716,2025-10-20,SKU046,PL04,WH04,L3,228,213,208,5,120,4,Changeover,32.41,505.91
52717,2025-10-20,SKU049,PL04,WH04,L2,248,216,213,3,120,10,Mechanical,24.24,528.85
52718,2025-10-20,SKU052,PL04,WH04,L1,214,210,205,5,120,4,Material Wait,29.12,446.8
52719,2025-10-20,SKU055,PL04,WH04,L4,248,211,204,7,120,18,Changeover,34.0,519.01
52720,2025-10-20,SKU058,PL04,WH04,L3,209,196,193,3,120,4,Material Wait,38.87,368.56
52721,2025-10-21,SKU003,PL01,WH01,L4,204,180,174,6,120,13,Mechanical,14.55,375.23
52722,2025-10-21,SKU006,PL01,WH01,L3,222,209,204,5,120,6,Material Wait,18.94,399.74
52723,2025-10-21,SKU009,PL01,WH01,L2,248,219,216,3,120,8,Mechanical,23.32,456.11
52724,2025-10-21,SKU012,PL01,WH01,L1,229,196,189,7,120,14,Changeover,10.17,477.84
52725,2025-10-21,SKU015,PL01,WH01,L4,231,224,216,8,120,3,Material Wait,19.01,434.42
52726,2025-10-21,SKU018,PL01,WH01,L3,222,185,180,5,120,17,Mechanical,23.89,425.48
52727,2025-10-21,SKU021,PL01,WH01,L2,220,202,195,7,120,4,Material Wait,28.77,398.46
52728,2025-10-21,SKU024,PL01,WH01,L1,212,197,192,5,120,1,Changeover,14.14,429.52
52729,2025-10-21,SKU027,PL01,WH01,L4,227,225,219,6,120,3,Changeover,19.64,520.22
52730,2025-10-21,SKU030,PL01,WH01,L3,231,218,213,5,120,1,Mechanical,24.02,433.65
52731,2025-10-21,SKU033,PL01,WH01,L2,210,189,182,7,120,12,Changeover,28.41,458.08
52732,2025-10-21,SKU036,PL01,WH01,L1,226,199,193,6,120,13,Changeover,15.25,481.9
52733,2025-10-21,SKU039,PL01,WH01,L4,243,202,195,7,120,15,Changeover,22.18,455.31
52734,2025-10-21,SKU042,PL01,WH01,L3,233,218,211,7,120,7,Material Wait,26.56,437.88
52735,2025-10-21,SKU045,PL01,WH01,L2,202,184,179,5,120,6,Mechanical,30.95,444.78
52736,2025-10-21,SKU048,PL01,WH01,L1,210,177,172,5,120,13,Changeover,17.79,375.39
52737,2025-10-21,SKU051,PL01,WH01,L4,212,206,202,4,120,2,Changeover,27.49,534.86
52738,2025-10-21,SKU054,PL01,WH01,L3,232,211,206,5,120,10,Cleaning,32.37,476.22
52739,2025-10-21,SKU057,PL01,WH01,L2,203,173,168,5,120,17,Cleaning,37.25,399.95
52740,2025-10-21,SKU060,PL01,WH01,L1,255,239,235,4,120,8,Material Wait,22.62,491.68
52741,2025-10-21,SKU002,PL02,WH02,L3,214,203,197,6,120,0,None,13.09,380.58
52742,2025-10-21,SKU005,PL02,WH02,L2,228,216,213,3,120,8,Mechanical,17.48,524.51
52743,2025-10-21,SKU008,PL02,WH02,L1,255,249,243,6,120,1,Cleaning,21.86,564.87
52744,2025-10-21,SKU011,PL02,WH02,L4,258,221,216,5,120,18,Mechanical,26.25,555.62
52745,2025-10-21,SKU014,PL02,WH02,L3,235,212,209,3,120,12,Mechanical,17.39,385.18
52746,2025-10-21,SKU017,PL02,WH02,L2,253,236,233,3,120,9,Changeover,22.26,523.01
52747,2025-10-21,SKU020,PL02,WH02,L1,247,225,218,7,120,4,Material Wait,27.14,548.06
52748,2025-10-21,SKU023,PL02,WH02,L4,245,214,207,7,120,15,Cleaning,32.02,448.84
