DeliveryLineID,OrderLineID,DispatchDate,DeliveredDate,ShippedCases,NetUnitPriceGBP,NetInvoiceGBP,StandardCostPerCaseGBP,COGSGBP,FreightGBP,CarrierCode,DeliveryStatus
118640,102282,2025-06-01,2025-06-03,61,19.14,1167.54,14.14,862.54,37.5,CAR02,Delivered
118641,102284,2025-06-01,2025-06-02,43,51.45,2212.35,32.41,1393.63,22.05,CAR01,Delivered
118642,102284,2025-06-01,2025-06-02,44,51.45,2263.8,32.41,1426.04,22.4,CAR01,Delivered
118643,102289,2025-06-01,2025-06-02,54,28.25,1525.5,17.79,960.66,34.0,CAR03,Delivered
118644,102289,2025-06-01,2025-06-04,55,28.25,1553.75,17.79,978.45,26.25,CAR01,Delivered
118645,102298,2025-06-01,2025-06-04,45,21.91,985.95,14.55,654.75,29.5,CAR02,Delivered
118646,102298,2025-06-01,2025-06-02,45,21.91,985.95,14.55,654.75,22.75,CAR01,Delivered
118647,102306,2025-06-01,2025-06-02,49,32.92,1613.08,21.86,1071.14,31.5,CAR02,Delivered
118648,102306,2025-06-01,2025-06-02,49,32.92,1613.08,21.86,1071.14,31.5,CAR03,Delivered
118649,102314,2025-06-01,2025-06-04,82,37.54,3078.28,25.52,2092.64,48.0,CAR03,Delivered
118650,102315,2025-06-01,2025-06-04,14,41.62,582.68,30.75,430.5,14.0,CAR02,Delivered
118651,102315,2025-06-01,2025-06-03,15,41.62,624.3,30.75,461.25,12.25,CAR01,Delivered
118652,102326,2025-06-01,2025-06-04,77,27.94,2151.38,20.64,1589.28,45.5,CAR02,Delivered
118653,102327,2025-06-01,2025-06-02,37,55.43,2050.91,33.87,1253.19,19.95,CAR01,Delivered
118654,102328,2025-06-01,2025-06-03,96,36.92,3544.32,22.56,2165.76,40.6,CAR01,Delivered
118655,102329,2025-06-01,2025-06-04,28,30.53,854.84,19.64,549.92,16.8,CAR01,Delivered
118656,102332,2025-06-01,2025-06-03,50,38.74,1937.0,27.14,1357.0,24.5,CAR01,Delivered
118657,102335,2025-06-01,2025-06-07,90,26.79,2411.1,17.79,1601.1,52.0,CAR03,Delivered
118658,102337,2025-06-01,2025-06-04,61,38.17,2328.37,23.32,1422.52,28.35,CAR01,Delivered
118659,102343,2025-06-01,2025-06-04,50,40.57,2028.5,26.95,1347.5,32.0,CAR02,Delivered
118660,102344,2025-06-01,2025-06-05,105,54.81,5755.05,37.25,3911.25,59.5,CAR03,Delivered
118661,102348,2025-06-01,2025-06-02,84,40.45,3397.8,25.48,2140.32,36.4,CAR01,Delivered
118662,102351,2025-06-01,2025-06-04,75,32.21,2415.75,20.72,1554.0,44.5,CAR02,Delivered
118663,102352,2025-06-01,2025-06-04,76,32.92,2501.92,21.86,1661.36,45.0,CAR02,Delivered
118664,102354,2025-06-01,2025-06-04,41,23.11,947.51,14.55,596.55,21.35,CAR01,Delivered
118665,102354,2025-06-01,2025-06-04,41,23.11,947.51,14.55,596.55,27.5,CAR03,Delivered
118666,102355,2025-06-01,2025-06-03,110,29.12,3203.2,17.79,1956.9,62.0,CAR02,Delivered
118667,102356,2025-06-01,2025-06-04,116,27.14,3148.24,19.01,2205.16,65.0,CAR03,Delivered
118668,102357,2025-06-01,2025-06-02,88,28.6,2516.8,17.48,1538.24,51.0,CAR02,Delivered
118669,102360,2025-06-01,2025-06-03,95,42.95,4080.25,26.25,2493.75,40.25,CAR01,Delivered
118670,102362,2025-06-01,2025-06-03,96,48.8,4684.8,32.41,3111.36,40.6,CAR01,Delivered
118671,102364,2025-06-01,2025-06-04,52,36.76,1911.52,23.64,1229.28,33.0,CAR03,Delivered
118672,102366,2025-06-01,2025-06-02,63,46.81,2949.03,29.49,1857.87,38.5,CAR02,Delivered
118673,102368,2025-06-01,2025-06-03,97,38.17,3702.49,23.32,2262.04,55.5,CAR02,Delivered
118674,102369,2025-06-01,2025-06-02,104,37.94,3945.76,27.14,2822.56,59.0,CAR02,Delivered
118675,102370,2025-06-01,2025-06-03,54,28.85,1557.9,20.64,1114.56,34.0,CAR02,Delivered
118676,102370,2025-06-01,2025-06-03,54,28.85,1557.9,20.64,1114.56,25.9,CAR01,Delivered
118677,102371,2025-06-01,2025-06-03,34,40.56,1379.04,24.78,842.52,24.0,CAR03,Delivered
118678,102372,2025-06-01,2025-06-03,28,24.96,698.88,15.25,427.0,21.0,CAR02,Delivered
118679,102373,2025-06-01,2025-06-02,103,39.62,4080.86,25.48,2624.44,43.05,CAR01,Delivered
118680,102375,2025-06-01,2025-06-02,68,41.14,2797.52,30.39,2066.52,30.8,CAR01,Delivered
118681,102377,2025-06-01,2025-06-02,52,48.88,2541.76,29.87,1553.24,33.0,CAR02,Delivered
118682,102381,2025-06-01,2025-06-03,58,45.1,2615.8,28.41,1647.78,27.3,CAR01,Delivered
118683,102384,2025-06-01,2025-06-04,70,33.97,2377.9,22.56,1579.2,42.0,CAR02,Delivered
118684,102386,2025-06-01,2025-06-04,77,44.97,3462.69,29.87,2299.99,33.95,CAR01,Delivered
118685,102387,2025-06-01,2025-06-04,70,35.67,2496.9,24.24,1696.8,42.0,CAR02,Delivered
118686,102390,2025-06-01,2025-06-02,95,23.11,2195.45,14.55,1382.25,54.5,CAR02,Delivered
118687,102391,2025-06-01,2025-06-04,64,30.06,1923.84,18.94,1212.16,39.0,CAR02,Delivered
118688,102393,2025-06-01,2025-06-02,31,27.74,859.94,17.48,541.88,22.5,CAR03,Delivered
118689,102393,2025-06-01,2025-06-03,31,27.74,859.94,17.48,541.88,22.5,CAR03,Delivered
118690,102394,2025-06-01,2025-06-02,33,19.03,627.99,11.63,383.79,23.5,CAR03,Delivered
118691,102401,2025-06-01,2025-06-02,69,30.37,2095.53,20.64,1424.16,41.5,CAR02,Delivered
118692,102406,2025-06-01,2025-06-02,43,47.41,2038.63,29.87,1284.41,28.5,CAR02,Delivered
118693,102409,2025-06-01,2025-06-03,36,34.71,1249.56,21.86,786.96,19.6,CAR01,Delivered
118694,102410,2025-06-01,2025-06-03,47,38.06,1788.82,25.87,1215.89,23.45,CAR01,Delivered
118695,102411,2025-06-01,2025-06-03,51,49.73,2536.23,31.33,1597.83,32.5,CAR02,Delivered
118696,102411,2025-06-01,2025-06-04,52,49.73,2585.96,31.33,1629.16,33.0,CAR03,Delivered
118697,102417,2025-06-01,2025-06-04,86,40.71,3501.06,29.12,2504.32,37.1,CAR01,Delivered
118698,102419,2025-06-01,2025-06-03,40,42.19,1687.6,28.03,1121.2,27.0,CAR02,Delivered
118699,102419,2025-06-01,2025-06-02,41,42.19,1729.79,28.03,1149.23,21.35,CAR01,Delivered
118700,102420,2025-06-01,2025-06-03,38,34.71,1318.98,21.86,830.68,26.0,CAR02,Delivered
118701,102423,2025-06-01,2025-06-04,42,32.76,1375.92,22.26,934.92,28.0,CAR02,Delivered
118702,102426,2025-06-01,2025-06-02,99,38.36,3797.64,25.48,2522.52,41.65,CAR01,Delivered
118703,102429,2025-06-01,2025-06-02,20,35.66,713.2,25.52,510.4,17.0,CAR03,Delivered
118704,102429,2025-06-01,2025-06-02,21,35.66,748.86,25.52,535.92,17.5,CAR03,Delivered
118705,102430,2025-06-01,2025-06-04,32,27.94,894.08,20.64,660.48,23.0,CAR02,Delivered
118706,102432,2025-06-01,2025-06-03,38,31.62,1201.56,22.62,859.56,26.0,CAR03,Delivered
118707,102434,2025-06-01,2025-06-04,117,27.94,3268.98,20.64,2414.88,65.5,CAR02,Delivered
118708,102436,2025-06-01,2025-06-03,39,41.3,1610.7,26.56,1035.84,20.65,CAR01,Delivered
118709,102436,2025-06-01,2025-06-04,39,41.3,1610.7,26.56,1035.84,20.65,CAR01,Delivered
118710,102437,2025-06-01,2025-06-02,56,33.89,1897.84,24.24,1357.44,35.0,CAR02,Delivered
118711,102437,2025-06-01,2025-06-04,56,33.89,1897.84,24.24,1357.44,26.6,CAR01,Delivered
118712,102438,2025-06-01,2025-06-03,32,23.11,739.52,14.55,465.6,23.0,CAR03,Delivered
118713,102439,2025-06-01,2025-06-04,92,28.25,2599.0,17.79,1636.68,39.2,CAR01,Delivered
118714,102445,2025-06-01,2025-06-02,76,36.41,2767.16,25.52,1939.52,33.6,CAR01,Delivered
118715,102447,2025-06-01,2025-06-02,114,54.82,6249.48,40.5,4617.0,46.9,CAR01,Delivered
118716,102452,2025-06-01,2025-06-03,76,33.89,2575.64,24.24,1842.24,33.6,CAR01,Delivered
118717,102453,2025-06-01,2025-06-02,47,16.64,782.08,10.17,477.99,30.5,CAR02,Delivered
118718,102453,2025-06-01,2025-06-07,48,16.64,798.72,10.17,488.16,31.0,CAR03,Delivered
118719,102459,2025-06-01,2025-06-03,63,19.03,1198.89,11.63,732.69,38.5,CAR02,Delivered
118720,102465,2025-06-01,2025-06-03,41,38.17,1564.97,23.32,956.12,21.35,CAR01,Delivered
118721,102466,2025-06-01,2025-06-04,102,33.89,3456.78,24.24,2472.48,58.0,CAR02,Delivered
118722,102467,2025-06-01,2025-06-03,109,46.44,5061.96,29.87,3255.83,61.5,CAR03,Delivered
118723,102475,2025-06-01,2025-06-04,63,38.74,2440.62,27.14,1709.82,38.5,CAR02,Delivered
118724,102478,2025-06-01,2025-06-02,64,18.46,1181.44,11.63,744.32,39.0,CAR02,Delivered
118725,102479,2025-06-01,2025-06-02,100,52.62,5262.0,38.87,3887.0,57.0,CAR02,Delivered
118726,102480,2025-06-01,2025-06-02,56,40.46,2265.76,27.49,1539.44,26.6,CAR01,Delivered
118727,102480,2025-06-01,2025-06-02,57,40.46,2306.22,27.49,1566.93,35.5,CAR03,Delivered
118728,102482,2025-06-01,2025-06-02,43,41.06,1765.58,28.77,1237.11,22.05,CAR01,Delivered
118729,102487,2025-06-01,2025-06-03,39,47.63,1857.57,32.37,1262.43,26.5,CAR03,Delivered
118730,102487,2025-06-01,2025-06-03,40,47.63,1905.2,32.37,1294.8,27.0,CAR03,Delivered
118731,102491,2025-06-01,2025-06-04,113,45.7,5164.1,32.02,3618.26,46.55,CAR01,Delivered
118732,102494,2025-06-01,2025-06-03,39,54.81,2137.59,37.25,1452.75,26.5,CAR03,Delivered
118733,102496,2025-06-01,2025-06-03,41,35.59,1459.19,23.64,969.24,27.5,CAR02,Delivered
118734,102498,2025-06-01,2025-06-04,43,40.56,1744.08,24.78,1065.54,28.5,CAR02,Delivered
118735,102499,2025-06-01,2025-06-03,50,30.53,1526.5,19.64,982.0,32.0,CAR03,Delivered
118736,102508,2025-06-01,2025-06-02,39,35.12,1369.68,23.32,909.48,20.65,CAR01,Delivered
118737,102514,2025-06-01,2025-06-04,114,31.71,3614.94,20.4,2325.6,64.0,CAR03,Delivered
118738,102518,2025-06-01,2025-06-04,27,40.45,1092.15,25.48,687.96,20.5,CAR03,Delivered
118739,102520,2025-06-01,2025-06-02,36,39.94,1437.84,27.14,977.04,25.0,CAR02,Delivered
118740,102523,2025-06-01,2025-06-02,113,55.48,6269.24,38.87,4392.31,63.5,CAR02,Delivered
118741,102525,2025-06-01,2025-06-05,28,39.34,1101.52,24.78,693.84,21.0,CAR03,Delivered
118742,102527,2025-06-01,2025-06-03,81,30.99,2510.19,18.94,1534.14,35.35,CAR01,Delivered
118743,102528,2025-06-01,2025-06-02,105,35.67,3745.35,24.24,2545.2,43.75,CAR01,Delivered
118744,102530,2025-06-01,2025-06-03,43,43.34,1863.62,32.02,1376.86,28.5,CAR02,Delivered
118745,102530,2025-06-01,2025-06-02,43,43.34,1863.62,32.02,1376.86,28.5,CAR02,Delivered
118746,102532,2025-06-01,2025-06-04,42,34.48,1448.16,22.18,931.56,21.7,CAR01,Delivered
118747,102532,2025-06-01,2025-06-04,43,34.48,1482.64,22.18,953.74,22.05,CAR01,Delivered
118748,102534,2025-06-01,2025-06-03,93,21.33,1983.69,15.76,1465.68,53.5,CAR02,Delivered
118749,102535,2025-06-01,2025-06-03,74,39.51,2923.74,26.25,1942.5,32.9,CAR01,Delivered
118750,102541,2025-06-01,2025-06-04,50,26.31,1315.5,17.48,874.0,24.5,CAR01,Delivered
118751,102547,2025-06-01,2025-06-06,56,36.17,2025.52,24.02,1345.12,35.0,CAR03,Delivered
118752,102549,2025-06-01,2025-06-03,83,34.54,2866.82,25.52,2118.16,48.5,CAR03,Delivered
118753,102551,2025-06-01,2025-06-02,50,39.42,1971.0,29.12,1456.0,24.5,CAR01,Delivered
118754,102551,2025-06-01,2025-06-02,51,39.42,2010.42,29.12,1485.12,32.5,CAR02,Delivered
118755,102552,2025-06-01,2025-06-02,21,44.75,939.75,32.02,672.42,17.5,CAR03,Delivered
118756,102552,2025-06-01,2025-06-02,22,44.75,984.5,32.02,704.44,14.7,CAR01,Delivered
118757,102554,2025-06-01,2025-06-06,50,46.2,2310.0,32.37,1618.5,32.0,CAR03,Delivered
118758,102554,2025-06-01,2025-06-02,51,46.2,2356.2,32.37,1650.87,32.5,CAR02,Delivered
118759,102555,2025-06-01,2025-06-03,49,44.75,2192.75,32.02,1568.98,31.5,CAR03,Delivered
118760,102556,2025-06-01,2025-06-04,28,34.1,954.8,23.89,668.92,16.8,CAR01,Delivered
118761,102556,2025-06-01,2025-06-03,28,34.1,954.8,23.89,668.92,21.0,CAR02,Delivered
118762,102564,2025-06-01,2025-06-03,89,24.81,2208.09,17.39,1547.71,38.15,CAR01,Delivered
118763,102565,2025-06-01,2025-06-03,47,48.12,2261.64,30.95,1454.65,30.5,CAR03,Delivered
118764,102568,2025-06-01,2025-06-02,35,37.54,1313.9,25.52,893.2,24.5,CAR03,Delivered
118765,102568,2025-06-01,2025-06-04,35,37.54,1313.9,25.52,893.2,24.5,CAR03,Delivered
118766,102571,2025-06-01,2025-06-03,77,45.25,3484.25,32.37,2492.49,45.5,CAR02,Delivered
118767,102572,2025-06-01,2025-06-04,88,36.16,3182.08,25.87,2276.56,51.0,CAR02,Delivered
118768,102574,2025-06-01,2025-06-04,95,44.75,4251.25,32.02,3041.9,40.25,CAR01,Delivered
118769,102575,2025-06-01,2025-06-04,24,24.96,599.04,15.25,366.0,19.0,CAR03,Delivered
118770,102575,2025-06-01,2025-06-03,24,24.96,599.04,15.25,366.0,19.0,CAR02,Delivered
118771,102577,2025-06-01,2025-06-04,19,26.58,505.02,19.01,361.19,16.5,CAR03,Delivered
118772,102577,2025-06-01,2025-06-03,19,26.58,505.02,19.01,361.19,13.65,CAR01,Delivered
118773,102578,2025-06-01,2025-06-04,33,39.51,1303.83,26.25,866.25,23.5,CAR03,Delivered
118774,102580,2025-06-01,2025-06-02,27,29.46,795.42,20.64,557.28,20.5,CAR03,Delivered
118775,102582,2025-06-01,2025-06-03,68,46.44,3157.92,29.87,2031.16,41.0,CAR03,Delivered
118776,102584,2025-06-01,2025-06-03,114,38.74,4416.36,27.14,3093.96,64.0,CAR03,Delivered
118777,102586,2025-06-01,2025-06-04,100,21.33,2133.0,15.76,1576.0,57.0,CAR03,Delivered
118778,102589,2025-06-01,2025-06-02,25,28.85,721.25,20.64,516.0,15.75,CAR01,Delivered
118779,102589,2025-06-01,2025-06-03,26,28.85,750.1,20.64,536.64,20.0,CAR03,Delivered
118780,102591,2025-06-01,2025-06-04,46,50.65,2329.9,30.95,1423.7,30.0,CAR02,Delivered
118781,102595,2025-06-01,2025-06-07,77,24.21,1864.17,15.25,1174.25,45.5,CAR03,Delivered
118782,102596,2025-06-01,2025-06-06,88,36.92,3248.96,25.87,2276.56,51.0,CAR03,Delivered
118783,102598,2025-06-01,2025-06-02,74,45.7,3381.8,32.02,2369.48,32.9,CAR01,Delivered
118784,102600,2025-06-01,2025-06-07,103,52.62,5419.86,38.87,4003.61,58.5,CAR03,Delivered
118785,102603,2025-06-01,2025-06-03,46,42.78,1967.88,26.95,1239.7,23.1,CAR01,Delivered
118786,102608,2025-06-01,2025-06-02,44,44.48,1957.12,28.03,1233.32,22.4,CAR01,Delivered
118787,102609,2025-06-01,2025-06-05,51,41.89,2136.39,26.95,1374.45,32.5,CAR03,Delivered
118788,102616,2025-06-01,2025-06-03,54,35.02,1891.08,25.87,1396.98,34.0,CAR02,Delivered
118789,102616,2025-06-01,2025-06-03,54,35.02,1891.08,25.87,1396.98,25.9,CAR01,Delivered
118790,102620,2025-06-01,2025-06-03,52,31.18,1621.36,19.64,1021.28,33.0,CAR02,Delivered
118791,102620,2025-06-01,2025-06-07,52,31.18,1621.36,19.64,1021.28,33.0,CAR03,Delivered
118792,102621,2025-06-01,2025-06-06,97,50.43,4891.71,37.25,3613.25,55.5,CAR03,Delivered
118793,102622,2025-06-01,2025-06-02,111,41.06,4557.66,28.77,3193.47,62.5,CAR02,Delivered
118794,102628,2025-06-01,2025-06-04,25,36.26,906.5,23.32,583.0,19.5,CAR02,Delivered
118795,102629,2025-06-01,2025-06-03,81,39.03,3161.43,25.1,2033.1,47.5,CAR03,Delivered
118796,102630,2025-06-01,2025-06-02,61,53.17,3243.37,37.25,2272.25,28.35,CAR01,Delivered
118797,102634,2025-06-01,2025-06-04,39,35.78,1395.42,21.86,852.54,20.65,CAR01,Delivered
118798,102635,2025-06-01,2025-06-03,56,41.14,2303.84,30.39,1701.84,26.6,CAR01,Delivered
118799,102638,2025-06-01,2025-06-03,99,36.3,3593.7,22.18,2195.82,56.5,CAR02,Delivered
118800,102639,2025-06-01,2025-06-04,96,53.17,5104.32,37.25,3576.0,55.0,CAR02,Delivered
118801,102643,2025-06-01,2025-06-04,87,41.06,3572.22,28.77,2502.99,50.5,CAR02,Delivered
118802,102651,2025-06-01,2025-06-02,103,33.97,3498.91,22.56,2323.68,43.05,CAR01,Delivered
118803,102654,2025-06-01,2025-06-04,62,32.21,1997.02,20.72,1284.64,28.7,CAR01,Delivered
118804,102655,2025-06-01,2025-06-03,34,28.51,969.34,18.94,643.96,18.9,CAR01,Delivered
118805,102656,2025-06-01,2025-06-02,96,37.22,3573.12,27.49,2639.04,55.0,CAR02,Delivered
118806,102657,2025-06-01,2025-06-04,37,38.36,1419.32,25.48,942.76,19.95,CAR01,Delivered
118807,102659,2025-06-01,2025-06-03,101,19.14,1933.14,14.14,1428.14,42.35,CAR01,Delivered
118808,102665,2025-06-01,2025-06-02,112,43.57,4879.84,28.03,3139.36,46.2,CAR01,Delivered
118809,102668,2025-06-01,2025-06-03,32,20.18,645.76,14.14,452.48,23.0,CAR02,Delivered
118810,102669,2025-06-01,2025-06-03,30,25.98,779.4,16.71,501.3,17.5,CAR01,Delivered
118811,102672,2025-06-01,2025-06-07,63,42.48,2676.24,30.39,1914.57,38.5,CAR03,Delivered
118812,102674,2025-06-01,2025-06-03,71,37.53,2664.63,23.64,1678.44,42.5,CAR02,Delivered
118813,102677,2025-06-01,2025-06-03,105,43.34,4550.7,32.02,3362.1,59.5,CAR02,Delivered
118814,102684,2025-06-01,2025-06-02,30,28.99,869.7,19.26,577.8,22.0,CAR02,Delivered
118815,102697,2025-06-01,2025-06-03,100,47.11,4711.0,32.02,3202.0,42.0,CAR01,Delivered
118816,102698,2025-06-01,2025-06-02,56,15.31,857.36,10.17,569.52,35.0,CAR02,Delivered
118817,102700,2025-06-01,2025-06-04,50,24.21,1210.5,15.25,762.5,24.5,CAR01,Delivered
118818,102701,2025-06-01,2025-06-04,19,19.76,375.44,14.14,268.66,13.65,CAR01,Delivered
118819,102701,2025-06-01,2025-06-04,20,19.76,395.2,14.14,282.8,17.0,CAR02,Delivered
118820,102704,2025-06-01,2025-06-02,85,39.99,3399.15,26.56,2257.6,36.75,CAR01,Delivered
118821,102706,2025-06-01,2025-06-04,97,45.25,4389.25,32.37,3139.89,40.95,CAR01,Delivered
118822,102710,2025-06-01,2025-06-03,50,23.82,1191.0,14.55,727.5,32.0,CAR02,Delivered
118823,102710,2025-06-01,2025-06-04,50,23.82,1191.0,14.55,727.5,32.0,CAR02,Delivered
118824,102716,2025-06-01,2025-06-02,49,41.7,2043.3,25.48,1248.52,24.15,CAR01,Delivered
118825,102719,2025-06-01,2025-06-02,108,35.07,3787.56,22.56,2436.48,44.8,CAR01,Delivered
118826,102725,2025-06-01,2025-06-04,118,29.57,3489.26,19.64,2317.52,66.0,CAR02,Delivered
118827,102729,2025-06-01,2025-06-02,48,29.74,1427.52,18.18,872.64,31.0,CAR03,Delivered
118828,102729,2025-06-01,2025-06-02,48,29.74,1427.52,18.18,872.64,31.0,CAR02,Delivered
118829,102733,2025-06-01,2025-06-02,28,47.11,1319.08,32.02,896.56,21.0,CAR02,Delivered
118830,102736,2025-06-01,2025-06-04,92,21.91,2015.72,14.55,1338.6,53.0,CAR03,Delivered
118831,102741,2025-06-01,2025-06-03,46,35.78,1645.88,21.86,1005.56,23.1,CAR01,Delivered
118832,102741,2025-06-01,2025-06-04,46,35.78,1645.88,21.86,1005.56,30.0,CAR02,Delivered
118833,102742,2025-06-01,2025-06-04,61,47.17,2877.37,31.33,1911.13,37.5,CAR02,Delivered
118834,102744,2025-06-01,2025-06-04,101,42.33,4275.33,28.77,2905.77,57.5,CAR02,Delivered
118835,102750,2025-06-01,2025-06-03,25,23.11,577.75,14.55,363.75,19.5,CAR03,Delivered
118836,102751,2025-06-01,2025-06-04,114,45.25,5158.5,32.37,3690.18,64.0,CAR03,Delivered
118837,102752,2025-06-01,2025-06-04,31,42.85,1328.35,29.12,902.72,22.5,CAR02,Delivered
118838,102755,2025-06-01,2025-06-03,27,39.85,1075.95,25.1,677.7,20.5,CAR02,Delivered
118839,102755,2025-06-01,2025-06-03,28,39.85,1115.8,25.1,702.8,16.8,CAR01,Delivered
118840,102762,2025-06-01,2025-06-02,77,29.46,2268.42,20.64,1589.28,33.95,CAR01,Delivered
118841,102763,2025-06-01,2025-06-03,62,38.74,2401.88,27.14,1682.68,38.0,CAR03,Delivered
118842,102766,2025-06-01,2025-06-03,50,42.17,2108.5,26.56,1328.0,32.0,CAR02,Delivered
118843,102770,2025-06-01,2025-06-02,59,46.44,2739.96,29.87,1762.33,36.5,CAR03,Delivered
118844,102771,2025-06-01,2025-06-02,76,57.2,4347.2,38.87,2954.12,45.0,CAR02,Delivered
118845,102772,2025-06-01,2025-06-04,101,32.92,3324.92,21.86,2207.86,42.35,CAR01,Delivered
118846,102784,2025-06-01,2025-06-05,59,33.39,1970.01,23.89,1409.51,36.5,CAR03,Delivered
118847,102789,2025-06-01,2025-06-03,110,37.22,4094.2,27.49,3023.9,45.5,CAR01,Delivered
118848,102790,2025-06-01,2025-06-04,25,43.38,1084.5,30.39,759.75,19.5,CAR02,Delivered
118849,102793,2025-06-01,2025-06-02,52,44.4,2308.8,29.49,1533.48,33.0,CAR02,Delivered
118850,102794,2025-06-01,2025-06-03,85,37.32,3172.2,24.78,2106.3,49.5,CAR02,Delivered
118851,102807,2025-06-01,2025-06-03,112,28.25,3164.0,17.79,1992.48,63.0,CAR02,Delivered
118852,102808,2025-06-01,2025-06-03,113,36.76,4153.88,23.64,2671.32,63.5,CAR03,Delivered
118853,102813,2025-06-01,2025-06-03,27,38.74,1045.98,27.14,732.78,20.5,CAR02,Delivered
118854,102813,2025-06-01,2025-06-04,28,38.74,1084.72,27.14,759.92,16.8,CAR01,Delivered
118855,102819,2025-06-01,2025-06-04,30,45.86,1375.8,28.03,840.9,17.5,CAR01,Delivered
118856,102822,2025-06-01,2025-06-02,111,19.03,2112.33,11.63,1290.93,62.5,CAR03,Delivered
118857,102823,2025-06-01,2025-06-04,35,47.17,1650.95,31.33,1096.55,24.5,CAR03,Delivered
118858,102440,2025-06-02,2025-06-03,104,38.06,3958.24,25.87,2690.48,43.4,CAR01,Delivered
118859,102442,2025-06-02,2025-06-03,27,42.95,1159.65,26.25,708.75,20.5,CAR02,Delivered
118860,102446,2025-06-02,2025-06-03,37,43.38,1605.06,30.39,1124.43,25.5,CAR02,Delivered
118861,102456,2025-06-02,2025-06-05,35,48.52,1698.2,34.0,1190.0,24.5,CAR03,Delivered
118862,102458,2025-06-02,2025-06-03,109,54.82,5975.38,40.5,4414.5,45.15,CAR01,Delivered
118863,102461,2025-06-02,2025-06-07,60,20.35,1221.0,13.09,785.4,37.0,CAR03,Delivered
118864,102464,2025-06-02,2025-06-05,44,52.62,2315.28,38.87,1710.28,22.4,CAR01,Delivered
118865,102464,2025-06-02,2025-06-03,45,52.62,2367.9,38.87,1749.15,22.75,CAR01,Delivered
118866,102468,2025-06-02,2025-06-04,57,31.62,1802.34,22.62,1289.34,35.5,CAR02,Delivered
118867,102471,2025-06-02,2025-06-03,79,40.8,3223.2,26.25,2073.75,34.65,CAR01,Delivered
118868,102472,2025-06-02,2025-06-04,36,22.03,793.08,15.76,567.36,25.0,CAR02,Delivered
118869,102473,2025-06-02,2025-06-05,68,42.78,2909.04,26.95,1832.6,41.0,CAR02,Delivered
118870,102474,2025-06-02,2025-06-05,27,38.74,1045.98,27.14,732.78,20.5,CAR03,Delivered
118871,102476,2025-06-02,2025-06-04,115,35.07,4033.05,22.56,2594.4,64.5,CAR03,Delivered
118872,102477,2025-06-02,2025-06-04,31,23.19,718.89,15.76,488.56,17.85,CAR01,Delivered
118873,102481,2025-06-02,2025-06-05,47,48.88,2297.36,29.87,1403.89,30.5,CAR02,Delivered
118874,102485,2025-06-02,2025-06-05,117,38.36,4488.12,25.48,2981.16,47.95,CAR01,Delivered
118875,102486,2025-06-02,2025-06-06,84,39.94,3354.96,27.14,2279.76,49.0,CAR03,Delivered
118876,102488,2025-06-02,2025-06-03,25,48.52,1213.0,34.0,850.0,19.5,CAR02,Delivered
118877,102497,2025-06-02,2025-06-03,59,42.48,2506.32,30.39,1793.01,36.5,CAR02,Delivered
118878,102501,2025-06-02,2025-06-04,109,46.02,5016.18,34.0,3706.0,61.5,CAR03,Delivered
118879,102502,2025-06-02,2025-06-03,82,42.19,3459.58,28.03,2298.46,48.0,CAR02,Delivered
118880,102507,2025-06-02,2025-06-05,91,44.4,4040.4,29.49,2683.59,38.85,CAR01,Delivered
118881,102509,2025-06-02,2025-06-03,24,52.07,1249.68,37.25,894.0,19.0,CAR03,Delivered
118882,102509,2025-06-02,2025-06-03,24,52.07,1249.68,37.25,894.0,19.0,CAR02,Delivered
118883,102512,2025-06-02,2025-06-04,33,35.67,1177.11,24.24,799.92,18.55,CAR01,Delivered
118884,102516,2025-06-02,2025-06-03,39,28.85,1125.15,18.18,709.02,26.5,CAR03,Delivered
118885,102521,2025-06-02,2025-06-03,50,37.34,1867.0,24.02,1201.0,32.0,CAR02,Delivered
118886,102524,2025-06-02,2025-06-05,41,29.93,1227.13,19.26,789.66,27.5,CAR02,Delivered
118887,102524,2025-06-02,2025-06-08,42,29.93,1257.06,19.26,808.92,28.0,CAR03,Delivered
118888,102531,2025-06-02,2025-06-03,118,40.56,4786.08,24.78,2924.04,66.0,CAR02,Delivered
118889,102536,2025-06-02,2025-06-03,104,22.49,2338.96,15.76,1639.04,43.4,CAR01,Delivered
118890,102537,2025-06-02,2025-06-03,113,44.1,4983.3,26.95,3045.35,46.55,CAR01,Delivered
118891,102538,2025-06-02,2025-06-05,113,28.51,3221.63,18.94,2140.22,63.5,CAR03,Delivered
118892,102545,2025-06-02,2025-06-05,31,43.88,1360.28,30.75,953.25,22.5,CAR02,Delivered
118893,102545,2025-06-02,2025-06-03,32,43.88,1404.16,30.75,984.0,23.0,CAR02,Delivered
118894,102546,2025-06-02,2025-06-08,22,28.25,621.5,17.79,391.38,18.0,CAR03,Delivered
118895,102546,2025-06-02,2025-06-04,23,28.25,649.75,17.79,409.17,18.5,CAR02,Delivered
118896,102550,2025-06-02,2025-06-05,79,25.74,2033.46,19.01,1501.79,46.5,CAR02,Delivered
118897,102559,2025-06-02,2025-06-04,54,26.58,1435.32,19.01,1026.54,25.9,CAR01,Delivered
118898,102559,2025-06-02,2025-06-03,54,26.58,1435.32,19.01,1026.54,34.0,CAR03,Delivered
