OrderLineID,OrderID,LineNumber,OrderDate,PromisedDate,CustomerID,ProductID,ProductName,Category,Brand,UnitsPerCase,WarehouseID,OrderedCases,CancelledCases,ListPricePerCaseGBP,DiscountRate,PromoCode,OrderStatus
126351,SO0063443,1,2025-09-26,2025-09-30,3711,SKU018,Snacks Variant 06,Snacks,Crispa,12,WH03,73,0,35.15,0.08,,Closed
126352,SO0063443,2,2025-09-26,2025-09-30,3711,SKU024,Snacks Variant 12,Snacks,Crispa,12,WH03,91,0,20.8,0.05,,Closed
126353,SO0063444,1,2025-09-26,2025-09-30,2470,SKU018,Snacks Variant 06,Snacks,Crispa,12,WH02,74,0,35.15,0.03,,Closed
126354,SO0063445,1,2025-09-26,2025-09-30,11603,SKU024,Snacks Variant 12,Snacks,Crispa,12,WH03,100,0,20.8,0.03,,Closed
126355,SO0063445,2,2025-09-26,2025-09-30,11603,SKU060,Packaged Foods Variant 12,Packaged Foods,PantryCo,12,WH03,29,0,33.28,0.08,,Closed
126356,SO0063445,3,2025-09-26,2025-09-30,11603,SKU010,Beverages Variant 10,Beverages,Vale,24,WH03,56,0,40.56,0.08,,Closed
126357,SO0063446,1,2025-09-26,2025-09-30,8814,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH02,72,0,36.92,0.05,,Closed
126358,SO0063446,2,2025-09-26,2025-09-30,8814,SKU026,Personal Care Variant 02,Personal Care,Purely,6,WH02,111,0,29.74,0.05,,Closed
126359,SO0063446,3,2025-09-26,2025-09-30,8814,SKU056,Packaged Foods Variant 08,Packaged Foods,PantryCo,6,WH02,116,0,52.42,0.08,,Closed
126360,SO0063447,1,2025-09-26,2025-09-30,11156,SKU014,Snacks Variant 02,Snacks,Crispa,6,WH04,28,0,25.58,0.03,,Closed
126361,SO0063448,1,2025-09-26,2025-09-30,8064,SKU004,Beverages Variant 04,Beverages,Vale,24,WH04,44,0,26.21,0.08,,Closed
126362,SO0063448,2,2025-09-26,2025-09-30,8064,SKU037,Home Care Variant 01,Home Care,BrightNest,24,WH04,78,0,31.51,0,,Closed
126363,SO0063448,3,2025-09-26,2025-09-30,8064,SKU028,Personal Care Variant 04,Personal Care,Purely,24,WH04,74,0,34.53,0.05,,Closed
126364,SO0063449,1,2025-09-26,2025-09-30,9287,SKU039,Home Care Variant 03,Home Care,BrightNest,12,WH03,76,0,36.3,0.05,,Closed
126365,SO0063450,1,2025-09-26,2025-09-30,7431,SKU038,Home Care Variant 02,Home Care,BrightNest,6,WH03,115,0,33.9,0,,Closed
126366,SO0063450,2,2025-09-26,2025-09-30,7431,SKU017,Snacks Variant 05,Snacks,Crispa,6,WH03,57,0,32.76,0.03,,Closed
126367,SO0063451,1,2025-09-26,2025-09-30,10282,SKU052,Packaged Foods Variant 04,Packaged Foods,PantryCo,24,WH02,44,0,42.85,0.03,,Closed
126368,SO0063451,2,2025-09-26,2025-09-30,10282,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH02,44,0,36.92,0.05,,Closed
126369,SO0063451,3,2025-09-26,2025-09-30,10282,SKU044,Home Care Variant 08,Home Care,BrightNest,6,WH02,84,0,48.26,0.03,,Closed
126370,SO0063452,1,2025-09-26,2025-09-30,9097,SKU057,Packaged Foods Variant 09,Packaged Foods,PantryCo,12,WH01,61,0,54.81,0.08,,Closed
126371,SO0063453,1,2025-09-26,2025-09-30,573,SKU036,Personal Care Variant 12,Personal Care,Purely,12,WH01,77,0,24.96,0.08,,Closed
126372,SO0063454,1,2025-09-26,2025-09-30,7510,SKU043,Home Care Variant 07,Home Care,BrightNest,24,WH02,104,0,45.86,0.05,,Closed
126373,SO0063454,2,2025-09-26,2025-09-30,7510,SKU002,Beverages Variant 02,Beverages,Vale,6,WH02,34,0,21.42,0,,Closed
126374,SO0063455,1,2025-09-26,2025-09-30,1311,SKU031,Personal Care Variant 07,Personal Care,Purely,24,WH03,46,0,41.7,0.03,,Closed
126375,SO0063455,2,2025-09-26,2025-09-30,1311,SKU047,Home Care Variant 11,Home Care,BrightNest,6,WH03,29,0,55.43,0.05,,Closed
126376,SO0063456,1,2025-09-26,2025-09-30,1914,SKU054,Packaged Foods Variant 06,Packaged Foods,PantryCo,12,WH02,43,0,47.63,0.08,,Closed
126377,SO0063457,1,2025-09-26,2025-09-30,5977,SKU018,Snacks Variant 06,Snacks,Crispa,12,WH01,55,0,35.15,0.08,,Closed
126378,SO0063457,2,2025-09-26,2025-09-30,5977,SKU028,Personal Care Variant 04,Personal Care,Purely,24,WH01,90,0,34.53,0,,Closed
126379,SO0063457,3,2025-09-26,2025-09-30,5977,SKU058,Packaged Foods Variant 10,Packaged Foods,PantryCo,24,WH01,65,0,57.2,0.05,,Closed
126380,SO0063458,1,2025-09-26,2025-09-30,9122,SKU050,Packaged Foods Variant 02,Packaged Foods,PantryCo,6,WH02,103,0,38.06,0.03,,Closed
126381,SO0063458,2,2025-09-26,2025-09-30,9122,SKU025,Personal Care Variant 01,Personal Care,Purely,24,WH02,89,0,27.35,0,,Closed
126382,SO0063458,3,2025-09-26,2025-09-30,9122,SKU058,Packaged Foods Variant 10,Packaged Foods,PantryCo,24,WH02,106,0,57.2,0,,Closed
126383,SO0063459,1,2025-09-26,2025-09-30,10153,SKU051,Packaged Foods Variant 03,Packaged Foods,PantryCo,12,WH01,64,0,40.46,0.03,,Closed
126384,SO0063459,2,2025-09-26,2025-09-30,10153,SKU023,Snacks Variant 11,Snacks,Crispa,6,WH01,28,0,47.11,0.03,,Closed
126385,SO0063460,1,2025-09-26,2025-09-30,6166,SKU030,Personal Care Variant 06,Personal Care,Purely,12,WH02,48,0,39.31,0.08,,Closed
126386,SO0063460,2,2025-09-26,2025-09-30,6166,SKU044,Home Care Variant 08,Home Care,BrightNest,6,WH02,50,0,48.26,0.08,,Closed
126387,SO0063460,3,2025-09-26,2025-09-30,6166,SKU026,Personal Care Variant 02,Personal Care,Purely,6,WH02,108,0,29.74,0,,Closed
126388,SO0063461,1,2025-09-26,2025-09-30,6161,SKU039,Home Care Variant 03,Home Care,BrightNest,12,WH01,109,0,36.3,0.05,,Closed
126389,SO0063461,2,2025-09-26,2025-09-30,6161,SKU057,Packaged Foods Variant 09,Packaged Foods,PantryCo,12,WH01,64,0,54.81,0.08,,Closed
126390,SO0063461,3,2025-09-26,2025-09-30,6161,SKU058,Packaged Foods Variant 10,Packaged Foods,PantryCo,24,WH01,87,0,57.2,0.03,,Closed
126391,SO0063462,1,2025-09-26,2025-09-30,4882,SKU022,Snacks Variant 10,Snacks,Crispa,24,WH02,101,101,44.72,0.08,,Cancelled
126392,SO0063462,2,2025-09-26,2025-09-30,4882,SKU045,Home Care Variant 09,Home Care,BrightNest,12,WH02,66,0,50.65,0,,Closed
126393,SO0063463,1,2025-09-26,2025-09-30,4703,SKU052,Packaged Foods Variant 04,Packaged Foods,PantryCo,24,WH03,70,0,42.85,0.03,,Closed
126394,SO0063464,1,2025-09-26,2025-09-30,7855,SKU052,Packaged Foods Variant 04,Packaged Foods,PantryCo,24,WH03,105,0,42.85,0.08,,Closed
126395,SO0063464,2,2025-09-26,2025-09-30,7855,SKU060,Packaged Foods Variant 12,Packaged Foods,PantryCo,12,WH03,103,0,33.28,0,,Closed
126396,SO0063464,3,2025-09-26,2025-09-30,7855,SKU031,Personal Care Variant 07,Personal Care,Purely,24,WH03,106,0,41.7,0,,Closed
126397,SO0063465,1,2025-09-26,2025-09-30,3822,SKU055,Packaged Foods Variant 07,Packaged Foods,PantryCo,24,WH02,39,0,50.02,0.08,,Closed
126398,SO0063466,1,2025-09-26,2025-09-30,10796,SKU034,Personal Care Variant 10,Personal Care,Purely,24,WH04,83,0,48.88,0,,Closed
126399,SO0063466,2,2025-09-26,2025-09-30,10796,SKU018,Snacks Variant 06,Snacks,Crispa,12,WH04,108,0,35.15,0.03,,Closed
126400,SO0063467,1,2025-09-26,2025-09-30,186,SKU030,Personal Care Variant 06,Personal Care,Purely,12,WH02,50,0,39.31,0,,Closed
126401,SO0063468,1,2025-09-26,2025-09-30,6514,SKU050,Packaged Foods Variant 02,Packaged Foods,PantryCo,6,WH02,57,0,38.06,0.03,,Closed
126402,SO0063468,2,2025-09-26,2025-09-30,6514,SKU052,Packaged Foods Variant 04,Packaged Foods,PantryCo,24,WH02,103,0,42.85,0.03,,Closed
126403,SO0063469,1,2025-09-26,2025-09-30,6479,SKU030,Personal Care Variant 06,Personal Care,Purely,12,WH03,101,0,39.31,0.03,,Closed
126404,SO0063469,2,2025-09-26,2025-09-30,6479,SKU002,Beverages Variant 02,Beverages,Vale,6,WH03,87,0,21.42,0,,Closed
126405,SO0063469,3,2025-09-26,2025-09-30,6479,SKU001,Beverages Variant 01,Beverages,Vale,24,WH03,85,0,19.03,0.03,,Closed
126406,SO0063470,1,2025-09-26,2025-09-30,4767,SKU043,Home Care Variant 07,Home Care,BrightNest,24,WH03,27,0,45.86,0,,Closed
126407,SO0063470,2,2025-09-26,2025-09-30,4767,SKU028,Personal Care Variant 04,Personal Care,Purely,24,WH03,68,0,34.53,0.05,,Closed
126408,SO0063470,3,2025-09-26,2025-09-30,4767,SKU018,Snacks Variant 06,Snacks,Crispa,12,WH03,61,0,35.15,0,,Closed
126409,SO0063471,1,2025-09-26,2025-09-30,10695,SKU023,Snacks Variant 11,Snacks,Crispa,6,WH03,85,0,47.11,0,,Closed
126410,SO0063472,1,2025-09-26,2025-09-30,10064,SKU053,Packaged Foods Variant 05,Packaged Foods,PantryCo,6,WH04,116,0,45.24,0.03,,Closed
126411,SO0063473,1,2025-09-26,2025-09-30,11247,SKU048,Home Care Variant 12,Home Care,BrightNest,12,WH03,90,0,29.12,0.05,,Closed
126412,SO0063474,1,2025-09-26,2025-09-30,4208,SKU022,Snacks Variant 10,Snacks,Crispa,24,WH04,37,0,44.72,0,,Closed
126413,SO0063474,2,2025-09-26,2025-09-30,4208,SKU046,Home Care Variant 10,Home Care,BrightNest,24,WH04,52,52,53.04,0,,Cancelled
126414,SO0063474,3,2025-09-26,2025-09-30,4208,SKU007,Beverages Variant 07,Beverages,Vale,24,WH04,104,0,33.38,0,,Closed
126415,SO0063475,1,2025-09-26,2025-09-30,5872,SKU055,Packaged Foods Variant 07,Packaged Foods,PantryCo,24,WH04,70,0,50.02,0.08,,Closed
126416,SO0063475,2,2025-09-26,2025-09-30,5872,SKU038,Home Care Variant 02,Home Care,BrightNest,6,WH04,105,0,33.9,0.03,,Closed
126417,SO0063476,1,2025-09-26,2025-09-30,5144,SKU001,Beverages Variant 01,Beverages,Vale,24,WH04,61,0,19.03,0.08,,Closed
126418,SO0063476,2,2025-09-26,2025-09-30,5144,SKU021,Snacks Variant 09,Snacks,Crispa,12,WH04,71,0,42.33,0.03,,Closed
126419,SO0063476,3,2025-09-26,2025-09-30,5144,SKU004,Beverages Variant 04,Beverages,Vale,24,WH04,96,0,26.21,0.05,,Closed
126420,SO0063477,1,2025-09-26,2025-09-30,7430,SKU050,Packaged Foods Variant 02,Packaged Foods,PantryCo,6,WH02,118,0,38.06,0.03,,Closed
126421,SO0063477,2,2025-09-26,2025-09-30,7430,SKU030,Personal Care Variant 06,Personal Care,Purely,12,WH02,59,0,39.31,0.03,,Closed
126422,SO0063478,1,2025-09-26,2025-09-30,702,SKU053,Packaged Foods Variant 05,Packaged Foods,PantryCo,6,WH02,28,0,45.24,0.03,,Closed
126423,SO0063478,2,2025-09-26,2025-09-30,702,SKU047,Home Care Variant 11,Home Care,BrightNest,6,WH02,116,0,55.43,0.05,,Closed
126424,SO0063479,1,2025-09-26,2025-09-30,6888,SKU051,Packaged Foods Variant 03,Packaged Foods,PantryCo,12,WH04,65,0,40.46,0.08,,Closed
126425,SO0063479,2,2025-09-26,2025-09-30,6888,SKU053,Packaged Foods Variant 05,Packaged Foods,PantryCo,6,WH04,32,0,45.24,0.03,,Closed
126426,SO0063479,3,2025-09-26,2025-09-30,6888,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH04,91,0,36.92,0.03,,Closed
126427,SO0063480,1,2025-09-26,2025-09-30,11776,SKU028,Personal Care Variant 04,Personal Care,Purely,24,WH04,32,0,34.53,0,,Closed
126428,SO0063480,2,2025-09-26,2025-09-30,11776,SKU046,Home Care Variant 10,Home Care,BrightNest,24,WH04,76,0,53.04,0.05,,Closed
126429,SO0063481,1,2025-09-26,2025-09-30,5544,SKU046,Home Care Variant 10,Home Care,BrightNest,24,WH04,108,0,53.04,0.03,,Closed
126430,SO0063481,2,2025-09-26,2025-09-30,5544,SKU010,Beverages Variant 10,Beverages,Vale,24,WH04,110,0,40.56,0,,Closed
126431,SO0063481,3,2025-09-26,2025-09-30,5544,SKU055,Packaged Foods Variant 07,Packaged Foods,PantryCo,24,WH04,60,0,50.02,0.05,,Closed
126432,SO0063482,1,2025-09-26,2025-09-30,3051,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH03,100,0,36.92,0.03,,Closed
126433,SO0063483,1,2025-09-26,2025-09-30,7008,SKU005,Beverages Variant 05,Beverages,Vale,6,WH04,56,0,28.6,0,,Closed
126434,SO0063483,2,2025-09-26,2025-09-30,7008,SKU009,Beverages Variant 09,Beverages,Vale,12,WH04,91,0,38.17,0.08,,Closed
126435,SO0063483,3,2025-09-26,2025-09-30,7008,SKU044,Home Care Variant 08,Home Care,BrightNest,6,WH04,92,0,48.26,0.05,,Closed
126436,SO0063484,1,2025-09-26,2025-09-30,2157,SKU046,Home Care Variant 10,Home Care,BrightNest,24,WH01,71,0,53.04,0.08,,Closed
126437,SO0063484,2,2025-09-26,2025-09-30,2157,SKU060,Packaged Foods Variant 12,Packaged Foods,PantryCo,12,WH01,50,0,33.28,0.05,,Closed
126438,SO0063484,3,2025-09-26,2025-09-30,2157,SKU013,Snacks Variant 01,Snacks,Crispa,24,WH01,78,0,23.19,0.05,,Closed
126439,SO0063485,1,2025-09-26,2025-09-30,2724,SKU048,Home Care Variant 12,Home Care,BrightNest,12,WH04,33,0,29.12,0.08,,Closed
126440,SO0063485,2,2025-09-26,2025-09-30,2724,SKU004,Beverages Variant 04,Beverages,Vale,24,WH04,103,0,26.21,0.03,,Closed
126441,SO0063485,3,2025-09-26,2025-09-30,2724,SKU017,Snacks Variant 05,Snacks,Crispa,6,WH04,68,0,32.76,0.08,,Closed
126442,SO0063486,1,2025-09-26,2025-09-30,2631,SKU049,Packaged Foods Variant 01,Packaged Foods,PantryCo,24,WH03,43,0,35.67,0.05,,Closed
126443,SO0063486,2,2025-09-26,2025-09-30,2631,SKU024,Snacks Variant 12,Snacks,Crispa,12,WH03,102,0,20.8,0,,Closed
126444,SO0063487,1,2025-09-26,2025-09-30,1438,SKU012,Beverages Variant 12,Beverages,Vale,12,WH02,46,0,16.64,0,,Closed
126445,SO0063488,1,2025-09-26,2025-09-30,710,SKU058,Packaged Foods Variant 10,Packaged Foods,PantryCo,24,WH02,51,0,57.2,0.05,,Closed
126446,SO0063489,1,2025-09-26,2025-09-30,921,SKU022,Snacks Variant 10,Snacks,Crispa,24,WH01,62,0,44.72,0.05,,Closed
126447,SO0063489,2,2025-09-26,2025-09-30,921,SKU042,Home Care Variant 06,Home Care,BrightNest,12,WH01,115,0,43.47,0.08,,Closed
126448,SO0063489,3,2025-09-26,2025-09-30,921,SKU052,Packaged Foods Variant 04,Packaged Foods,PantryCo,24,WH01,70,0,42.85,0,,Closed
126449,SO0063490,1,2025-09-26,2025-09-30,2745,SKU003,Beverages Variant 03,Beverages,Vale,12,WH01,109,0,23.82,0.03,,Closed
126450,SO0063491,1,2025-09-26,2025-09-30,5449,SKU027,Personal Care Variant 03,Personal Care,Purely,12,WH01,106,0,32.14,0.08,,Closed
126451,SO0063491,2,2025-09-26,2025-09-30,5449,SKU022,Snacks Variant 10,Snacks,Crispa,24,WH01,81,0,44.72,0.08,,Closed
126452,SO0063492,1,2025-09-26,2025-09-30,10352,SKU054,Packaged Foods Variant 06,Packaged Foods,PantryCo,12,WH04,105,0,47.63,0.08,,Closed
126453,SO0063492,2,2025-09-26,2025-09-30,10352,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH04,118,0,36.92,0.05,,Closed
126454,SO0063492,3,2025-09-26,2025-09-30,10352,SKU057,Packaged Foods Variant 09,Packaged Foods,PantryCo,12,WH04,110,0,54.81,0,,Closed
126455,SO0063493,1,2025-09-26,2025-09-30,11476,SKU030,Personal Care Variant 06,Personal Care,Purely,12,WH04,113,0,39.31,0.03,,Closed
126456,SO0063493,2,2025-09-26,2025-09-30,11476,SKU014,Snacks Variant 02,Snacks,Crispa,6,WH04,34,0,25.58,0,,Closed
126457,SO0063494,1,2025-09-26,2025-09-30,4566,SKU011,Beverages Variant 11,Beverages,Vale,6,WH02,92,0,42.95,0.05,,Closed
126458,SO0063494,2,2025-09-26,2025-09-30,4566,SKU055,Packaged Foods Variant 07,Packaged Foods,PantryCo,24,WH02,75,0,50.02,0.08,,Closed
126459,SO0063495,1,2025-09-26,2025-09-30,4000,SKU018,Snacks Variant 06,Snacks,Crispa,12,WH04,97,0,35.15,0.03,,Closed
126460,SO0063496,1,2025-09-26,2025-09-30,8350,SKU046,Home Care Variant 10,Home Care,BrightNest,24,WH02,49,0,53.04,0.05,,Closed
126461,SO0063496,2,2025-09-26,2025-09-30,8350,SKU002,Beverages Variant 02,Beverages,Vale,6,WH02,82,0,21.42,0.03,,Closed
126462,SO0063496,3,2025-09-26,2025-09-30,8350,SKU054,Packaged Foods Variant 06,Packaged Foods,PantryCo,12,WH02,56,0,47.63,0.08,,Closed
126463,SO0063497,1,2025-09-26,2025-09-30,959,SKU004,Beverages Variant 04,Beverages,Vale,24,WH03,78,0,26.21,0.08,,Closed
126464,SO0063497,2,2025-09-26,2025-09-30,959,SKU032,Personal Care Variant 08,Personal Care,Purely,6,WH03,113,0,44.1,0.03,,Closed
126465,SO0063498,1,2025-09-26,2025-09-30,10409,SKU025,Personal Care Variant 01,Personal Care,Purely,24,WH01,63,0,27.35,0,,Closed
126466,SO0063498,2,2025-09-26,2025-09-30,10409,SKU047,Home Care Variant 11,Home Care,BrightNest,6,WH01,39,0,55.43,0.03,,Closed
126467,SO0063498,3,2025-09-26,2025-09-30,10409,SKU056,Packaged Foods Variant 08,Packaged Foods,PantryCo,6,WH01,105,0,52.42,0.08,,Closed
126468,SO0063499,1,2025-09-26,2025-09-30,5116,SKU044,Home Care Variant 08,Home Care,BrightNest,6,WH04,108,0,48.26,0.05,,Closed
126469,SO0063500,1,2025-09-26,2025-09-30,9083,SKU037,Home Care Variant 01,Home Care,BrightNest,24,WH03,74,0,31.51,0.08,,Closed
126470,SO0063501,1,2025-09-27,2025-10-01,11386,SKU027,Personal Care Variant 03,Personal Care,Purely,12,WH02,112,0,32.14,0.05,,Closed
126471,SO0063502,1,2025-09-27,2025-10-01,5895,SKU040,Home Care Variant 04,Home Care,BrightNest,24,WH03,35,0,38.69,0.03,,Closed
126472,SO0063503,1,2025-09-27,2025-10-01,4973,SKU036,Personal Care Variant 12,Personal Care,Purely,12,WH01,37,0,24.96,0.05,,Closed
126473,SO0063504,1,2025-09-27,2025-10-01,5634,SKU043,Home Care Variant 07,Home Care,BrightNest,24,WH02,42,0,45.86,0.05,,Closed
126474,SO0063504,2,2025-09-27,2025-10-01,5634,SKU032,Personal Care Variant 08,Personal Care,Purely,6,WH02,104,0,44.1,0.05,,Closed
126475,SO0063504,3,2025-09-27,2025-10-01,5634,SKU050,Packaged Foods Variant 02,Packaged Foods,PantryCo,6,WH02,118,0,38.06,0.05,,Closed
126476,SO0063505,1,2025-09-27,2025-10-01,7673,SKU048,Home Care Variant 12,Home Care,BrightNest,12,WH01,27,0,29.12,0.05,,Closed
126477,SO0063506,1,2025-09-27,2025-10-01,8110,SKU018,Snacks Variant 06,Snacks,Crispa,12,WH02,44,0,35.15,0,,Closed
126478,SO0063506,2,2025-09-27,2025-10-01,8110,SKU055,Packaged Foods Variant 07,Packaged Foods,PantryCo,24,WH02,32,0,50.02,0.08,,Closed
126479,SO0063506,3,2025-09-27,2025-10-01,8110,SKU004,Beverages Variant 04,Beverages,Vale,24,WH02,100,0,26.21,0,,Closed
126480,SO0063507,1,2025-09-27,2025-10-01,1418,SKU015,Snacks Variant 03,Snacks,Crispa,12,WH02,69,0,27.98,0.03,,Closed
126481,SO0063508,1,2025-09-27,2025-10-01,6968,SKU022,Snacks Variant 10,Snacks,Crispa,24,WH04,104,0,44.72,0.08,,Closed
126482,SO0063508,2,2025-09-27,2025-10-01,6968,SKU060,Packaged Foods Variant 12,Packaged Foods,PantryCo,12,WH04,113,0,33.28,0.05,,Closed
126483,SO0063509,1,2025-09-27,2025-10-01,5880,SKU060,Packaged Foods Variant 12,Packaged Foods,PantryCo,12,WH04,93,0,33.28,0,,Closed
126484,SO0063510,1,2025-09-27,2025-10-01,290,SKU028,Personal Care Variant 04,Personal Care,Purely,24,WH02,50,0,34.53,0.05,,Closed
126485,SO0063510,2,2025-09-27,2025-10-01,290,SKU034,Personal Care Variant 10,Personal Care,Purely,24,WH02,70,70,48.88,0.03,,Cancelled
126486,SO0063510,3,2025-09-27,2025-10-01,290,SKU032,Personal Care Variant 08,Personal Care,Purely,6,WH02,102,0,44.1,0,,Closed
126487,SO0063511,1,2025-09-27,2025-10-01,7655,SKU048,Home Care Variant 12,Home Care,BrightNest,12,WH03,35,0,29.12,0.08,,Closed
126488,SO0063512,1,2025-09-27,2025-10-01,7737,SKU018,Snacks Variant 06,Snacks,Crispa,12,WH01,41,0,35.15,0,,Closed
126489,SO0063513,1,2025-09-27,2025-10-01,1997,SKU043,Home Care Variant 07,Home Care,BrightNest,24,WH01,44,0,45.86,0,,Closed
126490,SO0063514,1,2025-09-27,2025-10-01,5165,SKU021,Snacks Variant 09,Snacks,Crispa,12,WH01,86,0,42.33,0,,Closed
126491,SO0063515,1,2025-09-27,2025-10-01,11232,SKU035,Personal Care Variant 11,Personal Care,Purely,6,WH04,118,0,51.27,0.05,,Closed
126492,SO0063516,1,2025-09-27,2025-10-01,4536,SKU030,Personal Care Variant 06,Personal Care,Purely,12,WH04,56,0,39.31,0.03,,Closed
126493,SO0063516,2,2025-09-27,2025-10-01,4536,SKU050,Packaged Foods Variant 02,Packaged Foods,PantryCo,6,WH04,61,0,38.06,0.08,,Closed
126494,SO0063517,1,2025-09-27,2025-10-01,7443,SKU011,Beverages Variant 11,Beverages,Vale,6,WH03,84,0,42.95,0.03,,Closed
126495,SO0063518,1,2025-09-27,2025-10-01,1931,SKU019,Snacks Variant 07,Snacks,Crispa,24,WH03,103,0,37.54,0.05,,Closed
126496,SO0063519,1,2025-09-27,2025-10-01,3683,SKU014,Snacks Variant 02,Snacks,Crispa,6,WH03,41,0,25.58,0.05,,Closed
126497,SO0063519,2,2025-09-27,2025-10-01,3683,SKU041,Home Care Variant 05,Home Care,BrightNest,6,WH03,74,0,41.08,0,,Closed
126498,SO0063519,3,2025-09-27,2025-10-01,3683,SKU017,Snacks Variant 05,Snacks,Crispa,6,WH03,74,0,32.76,0,,Closed
126499,SO0063520,1,2025-09-27,2025-10-01,1036,SKU054,Packaged Foods Variant 06,Packaged Foods,PantryCo,12,WH04,76,0,47.63,0.03,,Closed
126500,SO0063521,1,2025-09-27,2025-10-01,2678,SKU007,Beverages Variant 07,Beverages,Vale,24,WH02,47,0,33.38,0.08,,Closed
126501,SO0063521,2,2025-09-27,2025-10-01,2678,SKU055,Packaged Foods Variant 07,Packaged Foods,PantryCo,24,WH02,83,0,50.02,0.08,,Closed
126502,SO0063521,3,2025-09-27,2025-10-01,2678,SKU004,Beverages Variant 04,Beverages,Vale,24,WH02,78,78,26.21,0,,Cancelled
126503,SO0063522,1,2025-09-27,2025-10-01,5467,SKU036,Personal Care Variant 12,Personal Care,Purely,12,WH03,35,0,24.96,0.05,,Closed
126504,SO0063522,2,2025-09-27,2025-10-01,5467,SKU008,Beverages Variant 08,Beverages,Vale,6,WH03,45,0,35.78,0.08,,Closed
126505,SO0063523,1,2025-09-27,2025-10-01,1315,SKU050,Packaged Foods Variant 02,Packaged Foods,PantryCo,6,WH03,50,0,38.06,0.03,,Closed
126506,SO0063524,1,2025-09-27,2025-10-01,5622,SKU045,Home Care Variant 09,Home Care,BrightNest,12,WH02,59,0,50.65,0.03,,Closed
126507,SO0063524,2,2025-09-27,2025-10-01,5622,SKU009,Beverages Variant 09,Beverages,Vale,12,WH02,79,0,38.17,0.03,,Closed
126508,SO0063525,1,2025-09-27,2025-10-01,9636,SKU028,Personal Care Variant 04,Personal Care,Purely,24,WH04,36,0,34.53,0.03,,Closed
126509,SO0063526,1,2025-09-27,2025-10-01,867,SKU006,Beverages Variant 06,Beverages,Vale,12,WH03,95,0,30.99,0,,Closed
126510,SO0063526,2,2025-09-27,2025-10-01,867,SKU040,Home Care Variant 04,Home Care,BrightNest,24,WH03,112,0,38.69,0,,Closed
126511,SO0063527,1,2025-09-27,2025-10-01,6120,SKU013,Snacks Variant 01,Snacks,Crispa,24,WH04,97,0,23.19,0.05,,Closed
126512,SO0063527,2,2025-09-27,2025-10-01,6120,SKU055,Packaged Foods Variant 07,Packaged Foods,PantryCo,24,WH04,83,0,50.02,0.05,,Closed
126513,SO0063528,1,2025-09-27,2025-10-01,7396,SKU036,Personal Care Variant 12,Personal Care,Purely,12,WH04,93,0,24.96,0.08,,Closed
126514,SO0063529,1,2025-09-27,2025-10-01,9123,SKU047,Home Care Variant 11,Home Care,BrightNest,6,WH03,104,0,55.43,0.05,,Closed
126515,SO0063529,2,2025-09-27,2025-10-01,9123,SKU029,Personal Care Variant 05,Personal Care,Purely,6,WH03,97,0,36.92,0.03,,Closed
126516,SO0063530,1,2025-09-27,2025-10-01,1067,SKU024,Snacks Variant 12,Snacks,Crispa,12,WH03,32,0,20.8,0.08,,Closed
126517,SO0063531,1,2025-09-27,2025-10-01,10698,SKU033,Personal Care Variant 09,Personal Care,Purely,12,WH02,106,0,46.49,0,,Closed
126518,SO0063532,1,2025-09-27,2025-10-01,10644,SKU018,Snacks Variant 06,Snacks,Crispa,12,WH04,117,0,35.15,0.08,,Closed
126519,SO0063532,2,2025-09-27,2025-10-01,10644,SKU020,Snacks Variant 08,Snacks,Crispa,6,WH04,70,0,39.94,0.05,,Closed
126520,SO0063532,3,2025-09-27,2025-10-01,10644,SKU040,Home Care Variant 04,Home Care,BrightNest,24,WH04,115,0,38.69,0.08,,Closed
126521,SO0063533,1,2025-09-27,2025-10-01,6506,SKU005,Beverages Variant 05,Beverages,Vale,6,WH02,115,0,28.6,0.03,,Closed
126522,SO0063533,2,2025-09-27,2025-10-01,6506,SKU040,Home Care Variant 04,Home Care,BrightNest,24,WH02,84,0,38.69,0,,Closed
126523,SO0063533,3,2025-09-27,2025-10-01,6506,SKU018,Snacks Variant 06,Snacks,Crispa,12,WH02,88,0,35.15,0,,Closed
126524,SO0063534,1,2025-09-27,2025-10-01,11191,SKU005,Beverages Variant 05,Beverages,Vale,6,WH03,28,0,28.6,0.08,,Closed
126525,SO0063535,1,2025-09-27,2025-10-01,8081,SKU042,Home Care Variant 06,Home Care,BrightNest,12,WH01,28,0,43.47,0.05,,Closed
126526,SO0063536,1,2025-09-27,2025-10-01,10088,SKU043,Home Care Variant 07,Home Care,BrightNest,24,WH04,82,0,45.86,0.05,,Closed
126527,SO0063536,2,2025-09-27,2025-10-01,10088,SKU028,Personal Care Variant 04,Personal Care,Purely,24,WH04,33,0,34.53,0,,Closed
126528,SO0063536,3,2025-09-27,2025-10-01,10088,SKU024,Snacks Variant 12,Snacks,Crispa,12,WH04,48,0,20.8,0.05,,Closed
126529,SO0063537,1,2025-09-27,2025-10-01,3024,SKU049,Packaged Foods Variant 01,Packaged Foods,PantryCo,24,WH04,34,0,35.67,0.05,,Closed
