POReceiptID,PONumber,SupplierID,SupplierName,MaterialID,MaterialName,MaterialUOM,PlantID,PODate,PromisedReceiptDate,ActualReceiptDate,OrderedQty,ReceivedQty,RejectedQty,ContractUnitPriceGBP,ActualUnitPriceGBP,InvoiceAmountGBP
12354,PO0012354,SUP001,Fictional Supplier 01,MAT005,Ingredient 05,KG,PL03,2025-05-19,2025-05-26,2025-05-29,5069,5069,93,0.75,0.89,4511.41
12355,PO0012355,SUP014,Fictional Supplier 14,MAT018,Packaging 18,PCS,PL01,2025-05-18,2025-05-26,2025-05-29,1539,1539,37,2.31,2.39,3678.21
12356,PO0012356,SUP005,Fictional Supplier 05,MAT001,Ingredient 01,KG,PL03,2025-05-16,2025-05-30,2025-05-29,6272,6272,28,0.27,0.32,2007.04
12357,PO0012357,SUP003,Fictional Supplier 03,MAT013,Packaging 13,PCS,PL04,2025-05-11,2025-05-27,2025-05-29,6337,6337,107,1.71,1.73,10963.01
12358,PO0012358,SUP017,Fictional Supplier 17,MAT005,Ingredient 05,KG,PL02,2025-05-12,2025-05-27,2025-05-29,2058,2058,36,0.75,0.89,1831.62
12359,PO0012359,SUP008,Fictional Supplier 08,MAT014,Packaging 14,PCS,PL03,2025-05-14,2025-05-31,2025-05-29,2967,2967,17,1.83,1.86,5518.62
12360,PO0012360,SUP021,Fictional Supplier 21,MAT014,Packaging 14,PCS,PL02,2025-05-18,2025-05-27,2025-05-29,5374,5374,30,1.83,1.84,9888.16
12361,PO0012361,SUP003,Fictional Supplier 03,MAT012,Packaging 12,PCS,PL03,2025-05-12,2025-05-31,2025-05-30,5828,5828,0,1.59,1.55,9033.4
12362,PO0012362,SUP022,Fictional Supplier 22,MAT020,Packaging 20,PCS,PL01,2025-05-22,2025-05-29,2025-05-30,2283,2283,45,2.55,2.57,5867.31
12363,PO0012363,SUP002,Fictional Supplier 02,MAT017,Packaging 17,PCS,PL02,2025-05-20,2025-05-28,2025-05-30,7962,7962,107,2.19,2.19,17436.78
12364,PO0012364,SUP002,Fictional Supplier 02,MAT017,Packaging 17,PCS,PL02,2025-05-10,2025-05-31,2025-05-30,6551,6551,121,2.19,2.15,14084.65
12365,PO0012365,SUP015,Fictional Supplier 15,MAT003,Ingredient 03,KG,PL03,2025-05-11,2025-06-01,2025-05-30,2557,2557,17,0.51,0.6,1534.2
12366,PO0012366,SUP010,Fictional Supplier 10,MAT001,Ingredient 01,KG,PL03,2025-05-23,2025-06-01,2025-05-30,7798,7798,127,0.27,0.32,2495.36
12367,PO0012367,SUP016,Fictional Supplier 16,MAT010,Ingredient 10,KG,PL03,2025-05-22,2025-05-29,2025-05-30,7945,7945,90,1.35,1.59,12632.55
12368,PO0012368,SUP016,Fictional Supplier 16,MAT017,Packaging 17,PCS,PL01,2025-05-19,2025-05-28,2025-05-30,729,729,12,2.19,2.26,1647.54
12369,PO0012369,SUP007,Fictional Supplier 07,MAT007,Ingredient 07,KG,PL03,2025-05-05,2025-05-26,2025-05-30,3300,3300,293,0.99,1.17,3861.0
12370,PO0012370,SUP020,Fictional Supplier 20,MAT015,Packaging 15,PCS,PL02,2025-05-10,2025-05-27,2025-05-30,3673,3673,63,1.95,1.97,7235.81
12371,PO0012371,SUP007,Fictional Supplier 07,MAT020,Packaging 20,PCS,PL03,2025-05-17,2025-05-27,2025-05-30,7570,7570,326,2.55,2.51,19000.7
12372,PO0012372,SUP017,Fictional Supplier 17,MAT002,Ingredient 02,KG,PL01,2025-05-13,2025-05-29,2025-05-30,6646,6646,50,0.39,0.46,3057.16
12373,PO0012373,SUP001,Fictional Supplier 01,MAT020,Packaging 20,PCS,PL02,2025-05-12,2025-05-31,2025-05-30,5057,5057,74,2.55,2.48,12541.36
12374,PO0012374,SUP021,Fictional Supplier 21,MAT013,Packaging 13,PCS,PL03,2025-05-17,2025-06-01,2025-05-30,1535,1535,36,1.71,1.75,2686.25
12375,PO0012375,SUP019,Fictional Supplier 19,MAT014,Packaging 14,PCS,PL01,2025-05-07,2025-05-21,2025-05-30,3363,3363,268,1.83,1.88,6322.44
12376,PO0012376,SUP019,Fictional Supplier 19,MAT009,Ingredient 09,KG,PL01,2025-05-11,2025-05-26,2025-05-30,7247,7247,667,1.23,1.45,10508.15
12377,PO0012377,SUP005,Fictional Supplier 05,MAT014,Packaging 14,PCS,PL04,2025-05-22,2025-05-31,2025-05-30,2473,2473,31,1.83,1.78,4401.94
12378,PO0012378,SUP007,Fictional Supplier 07,MAT017,Packaging 17,PCS,PL03,2025-05-13,2025-05-23,2025-05-30,2413,2413,129,2.19,2.2,5308.6
12379,PO0012379,SUP017,Fictional Supplier 17,MAT013,Packaging 13,PCS,PL01,2025-05-15,2025-05-31,2025-05-30,1181,1181,5,1.71,1.68,1984.08
12380,PO0012380,SUP004,Fictional Supplier 04,MAT012,Packaging 12,PCS,PL01,2025-05-12,2025-05-27,2025-05-30,5435,5435,0,1.59,1.55,8424.25
12381,PO0012381,SUP010,Fictional Supplier 10,MAT017,Packaging 17,PCS,PL01,2025-05-14,2025-05-27,2025-05-30,3317,3317,44,2.19,2.13,7065.21
12382,PO0012382,SUP018,Fictional Supplier 18,MAT007,Ingredient 07,KG,PL03,2025-05-08,2025-05-28,2025-05-30,933,933,4,0.99,1.17,1091.61
12383,PO0012383,SUP008,Fictional Supplier 08,MAT016,Packaging 16,PCS,PL03,2025-05-19,2025-05-27,2025-05-30,2860,2860,12,2.07,2.01,5748.6
12384,PO0012384,SUP023,Fictional Supplier 23,MAT006,Ingredient 06,KG,PL01,2025-05-10,2025-05-29,2025-05-30,5374,5374,104,0.87,1.03,5535.22
12385,PO0012385,SUP014,Fictional Supplier 14,MAT005,Ingredient 05,KG,PL02,2025-05-10,2025-05-28,2025-05-31,2203,2203,38,0.75,0.89,1960.67
12386,PO0012386,SUP012,Fictional Supplier 12,MAT012,Packaging 12,PCS,PL03,2025-05-18,2025-05-31,2025-05-31,6123,6123,13,1.59,1.65,10102.95
12387,PO0012387,SUP023,Fictional Supplier 23,MAT004,Ingredient 04,KG,PL01,2025-05-11,2025-06-02,2025-05-31,4336,4336,26,0.63,0.74,3208.64
12388,PO0012388,SUP008,Fictional Supplier 08,MAT014,Packaging 14,PCS,PL02,2025-05-09,2025-05-29,2025-05-31,5104,5104,1,1.83,1.78,9085.12
12389,PO0012389,SUP015,Fictional Supplier 15,MAT016,Packaging 16,PCS,PL04,2025-05-19,2025-05-29,2025-05-31,4231,4231,25,2.07,2.14,9054.34
12390,PO0012390,SUP020,Fictional Supplier 20,MAT019,Packaging 19,PCS,PL03,2025-05-12,2025-05-29,2025-05-31,4766,4766,33,2.43,2.43,11581.38
12391,PO0012391,SUP015,Fictional Supplier 15,MAT013,Packaging 13,PCS,PL03,2025-05-23,2025-05-31,2025-05-31,5596,5596,64,1.71,1.73,9681.08
12392,PO0012392,SUP001,Fictional Supplier 01,MAT004,Ingredient 04,KG,PL01,2025-05-09,2025-05-29,2025-05-31,6877,6877,125,0.63,0.74,5088.98
12393,PO0012393,SUP022,Fictional Supplier 22,MAT009,Ingredient 09,KG,PL02,2025-05-07,2025-05-28,2025-05-31,2085,2085,12,1.23,1.45,3023.25
12394,PO0012394,SUP014,Fictional Supplier 14,MAT002,Ingredient 02,KG,PL02,2025-05-18,2025-06-01,2025-05-31,2867,2867,41,0.39,0.46,1318.82
12395,PO0012395,SUP013,Fictional Supplier 13,MAT011,Packaging 11,PCS,PL01,2025-05-18,2025-05-31,2025-05-31,2318,2318,35,1.47,1.49,3453.82
12396,PO0012396,SUP007,Fictional Supplier 07,MAT002,Ingredient 02,KG,PL01,2025-05-09,2025-05-28,2025-05-31,4868,4868,458,0.39,0.46,2239.28
12397,PO0012397,SUP010,Fictional Supplier 10,MAT012,Packaging 12,PCS,PL02,2025-05-14,2025-05-28,2025-05-31,2803,2803,5,1.59,1.56,4372.68
12398,PO0012398,SUP018,Fictional Supplier 18,MAT018,Packaging 18,PCS,PL02,2025-05-13,2025-05-30,2025-05-31,2918,2918,17,2.31,2.31,6740.58
12399,PO0012399,SUP018,Fictional Supplier 18,MAT016,Packaging 16,PCS,PL01,2025-05-20,2025-05-31,2025-05-31,6471,6471,7,2.07,2.12,13718.52
12400,PO0012400,SUP019,Fictional Supplier 19,MAT004,Ingredient 04,KG,PL03,2025-05-05,2025-05-24,2025-05-31,4441,4441,277,0.63,0.74,3286.34
12401,PO0012401,SUP006,Fictional Supplier 06,MAT010,Ingredient 10,KG,PL04,2025-05-21,2025-06-01,2025-05-31,2507,2507,61,1.35,1.59,3986.13
12402,PO0012402,SUP016,Fictional Supplier 16,MAT010,Ingredient 10,KG,PL01,2025-05-11,2025-05-29,2025-05-31,3496,3496,71,1.35,1.59,5558.64
12403,PO0012403,SUP014,Fictional Supplier 14,MAT008,Ingredient 08,KG,PL04,2025-05-09,2025-05-28,2025-05-31,6688,6688,86,1.11,1.31,8761.28
12404,PO0012404,SUP024,Fictional Supplier 24,MAT018,Packaging 18,PCS,PL02,2025-05-16,2025-05-29,2025-05-31,6722,6722,2,2.31,2.25,15124.5
12405,PO0012405,SUP011,Fictional Supplier 11,MAT014,Packaging 14,PCS,PL01,2025-05-11,2025-06-02,2025-05-31,2161,2161,10,1.83,1.86,4019.46
12406,PO0012406,SUP005,Fictional Supplier 05,MAT010,Ingredient 10,KG,PL01,2025-05-10,2025-05-28,2025-05-31,1951,1951,46,1.35,1.59,3102.09
12407,PO0012407,SUP022,Fictional Supplier 22,MAT002,Ingredient 02,KG,PL01,2025-05-21,2025-05-30,2025-05-31,6059,6059,66,0.39,0.46,2787.14
12408,PO0012408,SUP001,Fictional Supplier 01,MAT020,Packaging 20,PCS,PL02,2025-05-20,2025-05-31,2025-05-31,7396,7396,144,2.55,2.56,18933.76
12409,PO0012409,SUP014,Fictional Supplier 14,MAT010,Ingredient 10,KG,PL02,2025-05-23,2025-06-01,2025-06-01,1297,1297,4,1.35,1.59,2062.23
12410,PO0012410,SUP007,Fictional Supplier 07,MAT018,Packaging 18,PCS,PL02,2025-05-09,2025-05-26,2025-06-01,4279,4279,364,2.31,2.32,9927.28
12411,PO0012411,SUP005,Fictional Supplier 05,MAT008,Ingredient 08,KG,PL01,2025-05-11,2025-05-29,2025-06-01,2295,2295,3,1.11,1.31,3006.45
12412,PO0012412,SUP020,Fictional Supplier 20,MAT015,Packaging 15,PCS,PL01,2025-05-18,2025-06-01,2025-06-01,3046,3046,31,1.95,1.92,5848.32
12413,PO0012413,SUP009,Fictional Supplier 09,MAT014,Packaging 14,PCS,PL01,2025-05-14,2025-05-29,2025-06-01,1912,1912,42,1.83,1.86,3556.32
12414,PO0012414,SUP020,Fictional Supplier 20,MAT010,Ingredient 10,KG,PL02,2025-05-14,2025-05-30,2025-06-01,5686,5686,16,1.35,1.59,9040.74
12415,PO0012415,SUP015,Fictional Supplier 15,MAT005,Ingredient 05,KG,PL03,2025-05-15,2025-06-03,2025-06-01,7032,7032,125,0.75,0.89,6258.48
12416,PO0012416,SUP005,Fictional Supplier 05,MAT004,Ingredient 04,KG,PL02,2025-05-15,2025-06-01,2025-06-01,3335,3335,71,0.63,0.74,2467.9
12417,PO0012417,SUP021,Fictional Supplier 21,MAT018,Packaging 18,PCS,PL02,2025-05-14,2025-05-29,2025-06-01,4735,4735,98,2.31,2.33,11032.55
12418,PO0012418,SUP017,Fictional Supplier 17,MAT016,Packaging 16,PCS,PL01,2025-05-20,2025-05-29,2025-06-01,7207,7207,76,2.07,2.09,15062.63
12419,PO0012419,SUP006,Fictional Supplier 06,MAT011,Packaging 11,PCS,PL03,2025-05-11,2025-06-02,2025-06-01,5187,5187,124,1.47,1.49,7728.63
12420,PO0012420,SUP006,Fictional Supplier 06,MAT015,Packaging 15,PCS,PL02,2025-05-23,2025-05-31,2025-06-01,5275,5275,106,1.95,1.97,10391.75
12421,PO0012421,SUP006,Fictional Supplier 06,MAT018,Packaging 18,PCS,PL03,2025-05-14,2025-05-31,2025-06-01,3820,3820,93,2.31,2.25,8595.0
12422,PO0012422,SUP014,Fictional Supplier 14,MAT002,Ingredient 02,KG,PL02,2025-05-25,2025-06-01,2025-06-01,4021,4021,43,0.39,0.46,1849.66
12423,PO0012423,SUP022,Fictional Supplier 22,MAT016,Packaging 16,PCS,PL04,2025-05-19,2025-06-03,2025-06-01,4118,4118,102,2.07,2.13,8771.34
12424,PO0012424,SUP004,Fictional Supplier 04,MAT018,Packaging 18,PCS,PL02,2025-05-18,2025-05-31,2025-06-01,4643,4643,43,2.31,2.35,10911.05
12425,PO0012425,SUP011,Fictional Supplier 11,MAT002,Ingredient 02,KG,PL04,2025-05-20,2025-06-01,2025-06-01,2735,2735,12,0.39,0.46,1258.1
12426,PO0012426,SUP013,Fictional Supplier 13,MAT001,Ingredient 01,KG,PL04,2025-05-19,2025-05-31,2025-06-01,1074,1074,15,0.27,0.32,343.68
12427,PO0012427,SUP004,Fictional Supplier 04,MAT005,Ingredient 05,KG,PL01,2025-05-13,2025-06-02,2025-06-01,1140,1140,17,0.75,0.89,1014.6
12428,PO0012428,SUP004,Fictional Supplier 04,MAT005,Ingredient 05,KG,PL04,2025-05-21,2025-06-01,2025-06-01,5975,5975,5,0.75,0.89,5317.75
12429,PO0012429,SUP011,Fictional Supplier 11,MAT016,Packaging 16,PCS,PL02,2025-05-22,2025-06-02,2025-06-01,2555,2555,14,2.07,2.03,5186.65
12430,PO0012430,SUP007,Fictional Supplier 07,MAT004,Ingredient 04,KG,PL02,2025-05-16,2025-05-24,2025-06-01,5851,5851,420,0.63,0.74,4329.74
12431,PO0012431,SUP007,Fictional Supplier 07,MAT001,Ingredient 01,KG,PL01,2025-05-09,2025-05-22,2025-06-01,1820,1820,102,0.27,0.32,582.4
12432,PO0012432,SUP007,Fictional Supplier 07,MAT017,Packaging 17,PCS,PL04,2025-05-13,2025-05-28,2025-06-01,3992,3992,205,2.19,2.21,8822.32
12433,PO0012433,SUP002,Fictional Supplier 02,MAT001,Ingredient 01,KG,PL03,2025-05-19,2025-06-04,2025-06-02,3241,3241,66,0.27,0.32,1037.12
12434,PO0012434,SUP002,Fictional Supplier 02,MAT020,Packaging 20,PCS,PL03,2025-05-23,2025-06-02,2025-06-02,5879,5879,122,2.55,2.61,15344.19
12435,PO0012435,SUP011,Fictional Supplier 11,MAT010,Ingredient 10,KG,PL01,2025-05-14,2025-06-03,2025-06-02,4337,4337,96,1.35,1.59,6895.83
12436,PO0012436,SUP010,Fictional Supplier 10,MAT020,Packaging 20,PCS,PL02,2025-05-26,2025-06-04,2025-06-02,651,651,13,2.55,2.62,1705.62
12437,PO0012437,SUP008,Fictional Supplier 08,MAT019,Packaging 19,PCS,PL02,2025-05-25,2025-06-02,2025-06-02,3653,3653,37,2.43,2.45,8949.85
12438,PO0012438,SUP001,Fictional Supplier 01,MAT003,Ingredient 03,KG,PL04,2025-05-19,2025-06-01,2025-06-02,3065,3065,5,0.51,0.6,1839.0
12439,PO0012439,SUP001,Fictional Supplier 01,MAT005,Ingredient 05,KG,PL03,2025-05-19,2025-06-04,2025-06-02,5299,5299,23,0.75,0.89,4716.11
12440,PO0012440,SUP017,Fictional Supplier 17,MAT013,Packaging 13,PCS,PL02,2025-05-25,2025-06-03,2025-06-02,3428,3428,18,1.71,1.76,6033.28
12441,PO0012441,SUP007,Fictional Supplier 07,MAT006,Ingredient 06,KG,PL01,2025-05-06,2025-05-25,2025-06-02,7147,7147,334,0.87,1.03,7361.41
12442,PO0012442,SUP002,Fictional Supplier 02,MAT003,Ingredient 03,KG,PL03,2025-05-23,2025-06-01,2025-06-02,6777,6777,0,0.51,0.6,4066.2
12443,PO0012443,SUP007,Fictional Supplier 07,MAT014,Packaging 14,PCS,PL04,2025-05-13,2025-05-26,2025-06-02,3331,3331,299,1.83,1.81,6029.11
12444,PO0012444,SUP016,Fictional Supplier 16,MAT002,Ingredient 02,KG,PL03,2025-05-13,2025-06-03,2025-06-02,537,537,6,0.39,0.46,247.02
12445,PO0012445,SUP015,Fictional Supplier 15,MAT015,Packaging 15,PCS,PL03,2025-05-25,2025-06-02,2025-06-02,2045,2045,29,1.95,1.9,3885.5
12446,PO0012446,SUP003,Fictional Supplier 03,MAT019,Packaging 19,PCS,PL01,2025-05-24,2025-06-03,2025-06-02,1539,1539,11,2.43,2.49,3832.11
12447,PO0012447,SUP017,Fictional Supplier 17,MAT018,Packaging 18,PCS,PL01,2025-05-18,2025-05-31,2025-06-02,7028,7028,2,2.31,2.37,16656.36
12448,PO0012448,SUP003,Fictional Supplier 03,MAT013,Packaging 13,PCS,PL02,2025-05-26,2025-06-04,2025-06-02,5076,5076,23,1.71,1.73,8781.48
12449,PO0012449,SUP017,Fictional Supplier 17,MAT005,Ingredient 05,KG,PL04,2025-05-20,2025-06-01,2025-06-02,1202,1202,0,0.75,0.89,1069.78
12450,PO0012450,SUP010,Fictional Supplier 10,MAT016,Packaging 16,PCS,PL04,2025-05-19,2025-06-04,2025-06-02,928,928,2,2.07,2.12,1967.36
12451,PO0012451,SUP001,Fictional Supplier 01,MAT001,Ingredient 01,KG,PL02,2025-05-19,2025-05-30,2025-06-02,7252,7252,22,0.27,0.32,2320.64
12452,PO0012452,SUP018,Fictional Supplier 18,MAT010,Ingredient 10,KG,PL03,2025-05-21,2025-05-31,2025-06-02,7421,7421,155,1.35,1.59,11799.39
12453,PO0012453,SUP006,Fictional Supplier 06,MAT003,Ingredient 03,KG,PL01,2025-05-21,2025-06-04,2025-06-02,3025,3025,31,0.51,0.6,1815.0
12454,PO0012454,SUP020,Fictional Supplier 20,MAT009,Ingredient 09,KG,PL03,2025-05-20,2025-05-30,2025-06-02,5725,5725,74,1.23,1.45,8301.25
12455,PO0012455,SUP003,Fictional Supplier 03,MAT015,Packaging 15,PCS,PL01,2025-05-24,2025-06-04,2025-06-02,7628,7628,177,1.95,2.01,15332.28
12456,PO0012456,SUP004,Fictional Supplier 04,MAT007,Ingredient 07,KG,PL01,2025-05-12,2025-06-04,2025-06-02,5980,5980,53,0.99,1.17,6996.6
12457,PO0012457,SUP002,Fictional Supplier 02,MAT006,Ingredient 06,KG,PL04,2025-05-16,2025-06-03,2025-06-03,1378,1378,23,0.87,1.03,1419.34
12458,PO0012458,SUP004,Fictional Supplier 04,MAT009,Ingredient 09,KG,PL02,2025-05-14,2025-05-31,2025-06-03,7692,7692,171,1.23,1.45,11153.4
12459,PO0012459,SUP003,Fictional Supplier 03,MAT015,Packaging 15,PCS,PL04,2025-05-15,2025-06-02,2025-06-03,6785,6785,130,1.95,2.02,13705.7
12460,PO0012460,SUP005,Fictional Supplier 05,MAT005,Ingredient 05,KG,PL03,2025-05-25,2025-06-02,2025-06-03,6932,6932,130,0.75,0.89,6169.48
12461,PO0012461,SUP017,Fictional Supplier 17,MAT004,Ingredient 04,KG,PL04,2025-05-26,2025-06-02,2025-06-03,5058,5058,15,0.63,0.74,3742.92
12462,PO0012462,SUP005,Fictional Supplier 05,MAT013,Packaging 13,PCS,PL03,2025-05-11,2025-06-01,2025-06-03,3735,3735,3,1.71,1.77,6610.95
12463,PO0012463,SUP011,Fictional Supplier 11,MAT006,Ingredient 06,KG,PL03,2025-05-22,2025-06-02,2025-06-03,1542,1542,33,0.87,1.03,1588.26
12464,PO0012464,SUP019,Fictional Supplier 19,MAT004,Ingredient 04,KG,PL02,2025-05-11,2025-05-30,2025-06-03,7697,7697,446,0.63,0.74,5695.78
12465,PO0012465,SUP006,Fictional Supplier 06,MAT003,Ingredient 03,KG,PL01,2025-05-22,2025-06-03,2025-06-03,4267,4267,15,0.51,0.6,2560.2
12466,PO0012466,SUP018,Fictional Supplier 18,MAT002,Ingredient 02,KG,PL04,2025-05-25,2025-06-05,2025-06-03,4410,4410,42,0.39,0.46,2028.6
12467,PO0012467,SUP007,Fictional Supplier 07,MAT010,Ingredient 10,KG,PL03,2025-05-19,2025-05-28,2025-06-03,520,520,51,1.35,1.59,826.8
12468,PO0012468,SUP007,Fictional Supplier 07,MAT001,Ingredient 01,KG,PL03,2025-05-14,2025-05-27,2025-06-03,2495,2495,240,0.27,0.32,798.4
12469,PO0012469,SUP016,Fictional Supplier 16,MAT008,Ingredient 08,KG,PL02,2025-05-23,2025-06-01,2025-06-03,5098,5098,110,1.11,1.31,6678.38
12470,PO0012470,SUP010,Fictional Supplier 10,MAT013,Packaging 13,PCS,PL01,2025-05-18,2025-06-01,2025-06-03,3611,3611,14,1.71,1.71,6174.81
12471,PO0012471,SUP003,Fictional Supplier 03,MAT020,Packaging 20,PCS,PL01,2025-05-16,2025-06-03,2025-06-03,2854,2854,3,2.55,2.6,7420.4
12472,PO0012472,SUP022,Fictional Supplier 22,MAT006,Ingredient 06,KG,PL03,2025-05-26,2025-06-02,2025-06-03,7781,7781,47,0.87,1.03,8014.43
12473,PO0012473,SUP011,Fictional Supplier 11,MAT008,Ingredient 08,KG,PL02,2025-05-13,2025-06-05,2025-06-03,7473,7473,68,1.11,1.31,9789.63
12474,PO0012474,SUP016,Fictional Supplier 16,MAT020,Packaging 20,PCS,PL04,2025-05-17,2025-05-31,2025-06-03,3423,3423,31,2.55,2.64,9036.72
12475,PO0012475,SUP001,Fictional Supplier 01,MAT014,Packaging 14,PCS,PL03,2025-05-16,2025-06-01,2025-06-03,4459,4459,67,1.83,1.83,8159.97
12476,PO0012476,SUP020,Fictional Supplier 20,MAT017,Packaging 17,PCS,PL01,2025-05-23,2025-06-05,2025-06-03,7301,7301,8,2.19,2.26,16500.26
12477,PO0012477,SUP014,Fictional Supplier 14,MAT003,Ingredient 03,KG,PL04,2025-05-21,2025-06-05,2025-06-03,7722,7722,127,0.51,0.6,4633.2
12478,PO0012478,SUP001,Fictional Supplier 01,MAT014,Packaging 14,PCS,PL04,2025-05-15,2025-06-05,2025-06-03,6182,6182,57,1.83,1.8,11127.6
12479,PO0012479,SUP017,Fictional Supplier 17,MAT014,Packaging 14,PCS,PL03,2025-05-22,2025-06-05,2025-06-03,2474,2474,47,1.83,1.85,4576.9
12480,PO0012480,SUP006,Fictional Supplier 06,MAT012,Packaging 12,PCS,PL01,2025-05-18,2025-06-02,2025-06-03,2217,2217,52,1.59,1.63,3613.71
12481,PO0012481,SUP020,Fictional Supplier 20,MAT002,Ingredient 02,KG,PL04,2025-05-27,2025-06-04,2025-06-04,4247,4247,96,0.39,0.46,1953.62
12482,PO0012482,SUP001,Fictional Supplier 01,MAT019,Packaging 19,PCS,PL02,2025-05-14,2025-06-02,2025-06-04,7225,7225,168,2.43,2.36,17051.0
12483,PO0012483,SUP012,Fictional Supplier 12,MAT012,Packaging 12,PCS,PL01,2025-05-23,2025-06-05,2025-06-04,6665,6665,20,1.59,1.59,10597.35
12484,PO0012484,SUP013,Fictional Supplier 13,MAT012,Packaging 12,PCS,PL04,2025-05-24,2025-06-02,2025-06-04,2037,2037,1,1.59,1.63,3320.31
12485,PO0012485,SUP021,Fictional Supplier 21,MAT020,Packaging 20,PCS,PL01,2025-05-24,2025-06-03,2025-06-04,6978,6978,95,2.55,2.48,17305.44
12486,PO0012486,SUP011,Fictional Supplier 11,MAT020,Packaging 20,PCS,PL03,2025-05-28,2025-06-04,2025-06-04,5920,5920,136,2.55,2.57,15214.4
12487,PO0012487,SUP018,Fictional Supplier 18,MAT006,Ingredient 06,KG,PL02,2025-05-18,2025-06-01,2025-06-04,6014,6014,41,0.87,1.03,6194.42
12488,PO0012488,SUP018,Fictional Supplier 18,MAT007,Ingredient 07,KG,PL02,2025-05-26,2025-06-05,2025-06-04,3086,3086,14,0.99,1.17,3610.62
12489,PO0012489,SUP020,Fictional Supplier 20,MAT012,Packaging 12,PCS,PL04,2025-05-14,2025-06-06,2025-06-04,2564,2564,23,1.59,1.56,3999.84
12490,PO0012490,SUP013,Fictional Supplier 13,MAT013,Packaging 13,PCS,PL01,2025-05-15,2025-06-06,2025-06-04,5761,5761,36,1.71,1.7,9793.7
12491,PO0012491,SUP003,Fictional Supplier 03,MAT009,Ingredient 09,KG,PL03,2025-05-22,2025-06-06,2025-06-04,4841,4841,96,1.23,1.45,7019.45
12492,PO0012492,SUP022,Fictional Supplier 22,MAT001,Ingredient 01,KG,PL03,2025-05-24,2025-06-03,2025-06-04,5835,5835,31,0.27,0.32,1867.2
12493,PO0012493,SUP003,Fictional Supplier 03,MAT003,Ingredient 03,KG,PL01,2025-05-23,2025-06-04,2025-06-04,846,846,19,0.51,0.6,507.6
12494,PO0012494,SUP017,Fictional Supplier 17,MAT015,Packaging 15,PCS,PL03,2025-05-24,2025-06-04,2025-06-04,1781,1781,33,1.95,1.93,3437.33
12495,PO0012495,SUP023,Fictional Supplier 23,MAT008,Ingredient 08,KG,PL01,2025-05-24,2025-06-05,2025-06-04,7038,7038,119,1.11,1.31,9219.78
12496,PO0012496,SUP007,Fictional Supplier 07,MAT016,Packaging 16,PCS,PL03,2025-05-12,2025-05-30,2025-06-04,3307,3307,140,2.07,2.11,6977.77
12497,PO0012497,SUP009,Fictional Supplier 09,MAT009,Ingredient 09,KG,PL04,2025-05-20,2025-06-02,2025-06-04,7345,7345,172,1.23,1.45,10650.25
12498,PO0012498,SUP004,Fictional Supplier 04,MAT013,Packaging 13,PCS,PL04,2025-05-18,2025-06-04,2025-06-04,6610,6610,148,1.71,1.66,10972.6
12499,PO0012499,SUP024,Fictional Supplier 24,MAT012,Packaging 12,PCS,PL02,2025-05-20,2025-06-05,2025-06-04,3036,3036,60,1.59,1.62,4918.32
12500,PO0012500,SUP023,Fictional Supplier 23,MAT010,Ingredient 10,KG,PL03,2025-05-20,2025-06-02,2025-06-04,5517,5517,136,1.35,1.59,8772.03
12501,PO0012501,SUP020,Fictional Supplier 20,MAT002,Ingredient 02,KG,PL04,2025-05-16,2025-06-02,2025-06-04,2520,2520,61,0.39,0.46,1159.2
12502,PO0012502,SUP015,Fictional Supplier 15,MAT005,Ingredient 05,KG,PL04,2025-05-14,2025-06-05,2025-06-04,1356,1356,16,0.75,0.89,1206.84
12503,PO0012503,SUP005,Fictional Supplier 05,MAT010,Ingredient 10,KG,PL02,2025-05-25,2025-06-01,2025-06-04,5044,5044,34,1.35,1.59,8019.96
12504,PO0012504,SUP016,Fictional Supplier 16,MAT018,Packaging 18,PCS,PL03,2025-05-15,2025-06-06,2025-06-04,6025,6025,85,2.31,2.24,13496.0
12505,PO0012505,SUP006,Fictional Supplier 06,MAT015,Packaging 15,PCS,PL02,2025-05-28,2025-06-04,2025-06-05,2967,2967,64,1.95,1.96,5815.32
12506,PO0012506,SUP011,Fictional Supplier 11,MAT019,Packaging 19,PCS,PL03,2025-05-24,2025-06-06,2025-06-05,5730,5730,46,2.43,2.45,14038.5
12507,PO0012507,SUP010,Fictional Supplier 10,MAT004,Ingredient 04,KG,PL04,2025-05-17,2025-06-02,2025-06-05,3788,3788,67,0.63,0.74,2803.12
12508,PO0012508,SUP024,Fictional Supplier 24,MAT006,Ingredient 06,KG,PL03,2025-05-16,2025-06-02,2025-06-05,3657,3657,25,0.87,1.03,3766.71
12509,PO0012509,SUP019,Fictional Supplier 19,MAT018,Packaging 18,PCS,PL01,2025-05-12,2025-05-31,2025-06-05,1440,1440,63,2.31,2.34,3369.6
12510,PO0012510,SUP015,Fictional Supplier 15,MAT004,Ingredient 04,KG,PL03,2025-05-20,2025-06-05,2025-06-05,6990,6990,167,0.63,0.74,5172.6
12511,PO0012511,SUP019,Fictional Supplier 19,MAT017,Packaging 17,PCS,PL02,2025-05-12,2025-05-26,2025-06-05,1764,1764,86,2.19,2.25,3969.0
12512,PO0012512,SUP019,Fictional Supplier 19,MAT019,Packaging 19,PCS,PL03,2025-05-19,2025-05-29,2025-06-05,3853,3853,273,2.43,2.37,9131.61
